"range"	"nexpand"	"pexpand"	"log10p"	"log10n"	"log10r"
0.0429901151429023	120	0.530973451327434	-0.274927193099776	2.07918124604762	-1.3666313916855
0.0587356791056339	116	0.513274336283186	-0.289650449920482	2.06445798922692	-1.23109800554223
0.0784888527117068	115	0.508849557522124	-0.293410598793789	2.06069784035361	-1.10519201904533
0.0852607178013416	112	0.495575221238938	-0.304890416477219	2.04921802267018	-1.06925101539227
0.0941866232540481	111	0.491150442477876	-0.308785460360744	2.04532297878666	-1.02601077299771
0.124597190979572	109	0.482300884955752	-0.316681941206777	2.03742649794062	-0.904491748654562
0.1332	108	0.47787610619469	-0.320684683660451	2.03342375548695	-0.875495775165718
0.171960460571609	107	0.473451327433628	-0.324724661462191	2.02938377768521	-0.76457140035754
0.174096697269075	106	0.469026548672566	-0.328802573882631	2.02530586526477	-0.759209467661653
0.183065889777424	103	0.45575221238938	-0.341271214442229	2.01283722470517	-0.737392569196244
0.214950575714512	102	0.451327433628319	-0.345508267385483	2.00860017176192	-0.667661387349482
0.249194381959145	100	0.442477876106195	-0.354108439147401	2	-0.603461752990579
0.264543531389448	99	0.438053097345133	-0.358473244549851	1.99563519459755	-0.577502853357834
0.284731768512051	98	0.433628318584071	-0.362882363454906	1.9912260756925	-0.545564074406364
0.31238168960424	94	0.415929203539823	-0.380980585547702	1.9731278535997	-0.505314430418596
0.34925334644066	93	0.411504424778761	-0.385625490593466	1.96848294855394	-0.456859423914568
0.37147705178113	92	0.407079646017699	-0.390320611801846	1.96378782734556	-0.430068009878251
0.382587872259433	91	0.402654867256637	-0.395067046826307	1.95904139232109	-0.417268800890755
0.388341396196697	90	0.398230088495575	-0.399865929708076	1.95424250943932	-0.410786312308571
0.3885	88	0.389380530973451	-0.409625766997232	1.94448267215017	-0.410608976863067
0.389292049751854	87	0.384955752212389	-0.414589186528782	1.93951925261862	-0.409724465493644
0.411898251999204	86	0.380530973451327	-0.419609987903833	1.93449845124357	-0.385210051084881
0.426448074213028	85	0.376106194690265	-0.424689513433108	1.92941892571429	-0.370133842469831
0.432615290991893	84	0.371681415929204	-0.429829153085519	1.92427928606188	-0.363898134281949
0.437007437007655	83	0.367256637168142	-0.435030346771327	1.91907809237607	-0.359511172128197
0.45292896794089	82	0.36283185840708	-0.440294586763684	1.91381385238372	-0.343969902292174
0.45306496222948	80	0.353982300884956	-0.451018452155457	1.90308998699194	-0.343839522677958
0.455370651228206	77	0.34070796460177	-0.467617713974919	1.88649072517248	-0.34163496322543
0.45766472444356	76	0.336283185840708	-0.47329484686661	1.88081359228079	-0.339452560524206
0.470933116270241	74	0.327433628318584	-0.484876719416425	1.86923171973098	-0.327040768661689
0.472630648604172	70	0.309734513274336	-0.509010399133144	1.84509804001426	-0.325478119165588
0.48281810239468	68	0.300884955752212	-0.521599526441165	1.83250891270624	-0.316216455180456
0.489408050608079	67	0.29646017699115	-0.528033636446574	1.82607480270083	-0.310328890918215
0.502573875166627	66	0.292035398230089	-0.534564503605532	1.81954393554187	-0.298800090685465
0.514685826500012	65	0.287610619469027	-0.541195082504545	1.81291335664286	-0.28845779125554
0.526519230418035	64	0.283185840707965	-0.547928465163514	1.80617997398389	-0.278585762157662
0.540149312690482	63	0.278761061946903	-0.554767889693819	1.79934054945358	-0.267486172187901
0.56838069988345	62	0.274336283185841	-0.561716749649147	1.79239168949825	-0.24536067753631
0.576772918920436	61	0.269911504424779	-0.568778604136634	1.78532983501077	-0.238995139133849
0.586096817940517	60	0.265486725663717	-0.575957188763757	1.77815125038364	-0.232030636500357
0.627910821693654	59	0.261061946902655	-0.583256427505257	1.77085201164214	-0.20210203205339
