"range"	"nexpand"	"pexpand"	"log10p"	"log10n"	"log10r"
0.782881114436733	171	0.402352941176471	-0.395392819658158	2.23299611039215	-0.10630418336247
0.788191727474076	170	0.4	-0.397940008672038	2.23044892137827	-0.103368127617097
0.790863672897479	169	0.397647058823529	-0.400502225436638	2.22788670461367	-0.101898372647666
0.811146745506694	168	0.395294117647059	-0.403079648324449	2.22530928172586	-0.0909005699582026
0.813798348927935	167	0.392941176470588	-0.405672458902728	2.22271647114758	-0.0894831955987502
0.814635723215751	166	0.390588235294118	-0.408280842010256	2.22010808804005	-0.0890365492521022
0.82669725464562	165	0.388235294117647	-0.410904985836405	2.21748394421391	-0.0826535046054906
0.837941275224035	164	0.385882352941176	-0.413545082002614	2.2148438480477	-0.0767864166200987
0.843232127292585	163	0.383529411764706	-0.416201325646354	2.21218760440396	-0.0740528551200431
0.844258068834776	162	0.381176470588235	-0.418873915507681	2.20951501454263	-0.073524779986394
0.845262085356975	161	0.378823529411765	-0.421563054018462	2.20682587603185	-0.0730086110782251
0.84571003706457	160	0.376470588235294	-0.424268947394387	2.20411998265592	-0.072778515079907
0.848792205453935	159	0.374117647058824	-0.42699180572986	2.20139712432045	-0.07119861725927
0.854576260903748	158	0.371764705882353	-0.429731843095889	2.19865708695442	-0.0682491755273672
0.865802166322472	157	0.369411764705882	-0.432489277641078	2.19589965240923	-0.0625813318738455
0.872194761791132	156	0.367058823529412	-0.43526433169585	2.19312459835446	-0.0593865259313811
0.872671345218403	155	0.364705882352941	-0.43805723188002	2.19033169817029	-0.0591492841660151
0.872803438196683	154	0.362352941176471	-0.440868209213848	2.18752072083646	-0.0590835516189514
0.881597804760644	153	0.36	-0.443697499232713	2.1846914308176	-0.0547294999141659
0.884600469549573	151	0.355294117647059	-0.449411982757142	2.17897694729317	-0.053252834441054
0.889307558919417	150	0.352941176470588	-0.45229767099463	2.17609125905568	-0.0509480162606993
0.893408922602312	149	0.350588235294118	-0.455202661638038	2.17318626841227	-0.0489497144815992
0.903977253405149	148	0.348235294117647	-0.458127214655354	2.17026171539496	-0.0438424974504254
0.906316277315083	147	0.345882352941176	-0.461071595302135	2.16731733474818	-0.042720220068141
0.913357899761142	146	0.343529411764706	-0.464036074265874	2.16435285578444	-0.0393590105993978
0.918272017939416	145	0.341176470588235	-0.467020927815337	2.16136800223497	-0.0370286495277813
0.918957012436189	144	0.338823529411765	-0.470026437955062	2.15836249209525	-0.0367048038461064
0.92458487465538	143	0.336470588235294	-0.47305289258525	2.15533603746506	-0.0340532154917456
0.928197213888485	142	0.334117647058824	-0.476100585667255	2.15228834438306	-0.0323597395096123
0.931325980879141	141	0.331764705882353	-0.479169817394932	2.14921911265538	-0.0308982815129617
0.935209377511133	140	0.329411764705882	-0.482260894372074	2.14612803567824	-0.0290911470761987
0.95964756819091	139	0.327058823529412	-0.485374129796216	2.14301480025409	-0.0178882328896894
0.962590770225671	138	0.324705882352941	-0.488509843649075	2.13987908640124	-0.0165583068590321
0.966753799082991	137	0.322352941176471	-0.491668362893905	2.13672056715641	-0.0146841125907776
0.966933350279027	136	0.32	-0.494850021680094	2.13353890837022	-0.0146034603571343
0.974133020007735	135	0.317647058823529	-0.498055161555305	2.13033376849501	-0.0113817352046883
0.975008737817575	134	0.315294117647059	-0.501284131685504	2.12710479836481	-0.0109914922307427
0.98458830109565	133	0.312941176470588	-0.504537289083226	2.12385164096709	-0.00674532883117756
0.987760049873371	132	0.310588235294118	-0.507814998844462	2.12057393120585	-0.00534854293495453
0.988526230852903	131	0.308235294117647	-0.511117634394547	2.11727129565576	-0.0050118020574147
0.993912827594546	130	0.305882352941176	-0.514445577743475	2.11394335230684	-0.00265170428963683
1.0254269409331	129	0.303529411764706	-0.517799219751063	2.11058971029925	0.0109047234270651
1.03166952765327	128	0.301176470588235	-0.521178960402443	2.10720996964787	0.0135406030070433
1.03433699056828	127	0.298823529411765	-0.524585209094355	2.10380372095596	0.0146620564566531
1.04353187966143	126	0.296470588235294	-0.528018384932749	2.10037054511756	0.0185057212017189
1.05942337207587	125	0.294117647058824	-0.531478917042255	2.09691001300806	0.025069549731931
1.06905345437158	124	0.291764705882353	-0.534967244888076	2.09342168516224	0.0289994211659435
1.0736346455143	123	0.289411764705882	-0.538483818610914	2.0899051114394	0.0308565174606382
1.07500083996939	122	0.287058823529412	-0.542029099375563	2.08635983067475	0.0314088035948149
1.07736420821746	121	0.284705882352941	-0.545603559733861	2.08278537031645	0.0323625434840667
1.07985198047414	120	0.282352941176471	-0.549207684002687	2.07918124604762	0.033364229126831
1.08372909774964	119	0.28	-0.552841968657781	2.07554696139253	0.0349207341801987
1.08529705437288	118	0.277647058823529	-0.556506922744186	2.07188200730613	0.0355486242840473
1.08862849603117	117	0.275294117647059	-0.56020306830415	2.06818586174616	0.0368796982587691
1.10235571677383	116	0.272941176470588	-0.563930940823393	2.06445798922692	0.0423217586754455
1.10928686743864	115	0.270588235294118	-0.5676910896967	2.06069784035361	0.0450438715189419
1.11875270575279	114	0.268235294117647	-0.571484078713839	2.05690485133647	0.0487340986856099
1.12925093891723	113	0.265882352941176	-0.575310486566892	2.05307844348342	0.0527904603283183
1.12971574463861	112	0.263529411764706	-0.57917090738013	2.04921802267018	0.052969181479252
1.13630976018378	111	0.261176470588235	-0.583065951263654	2.04532297878666	0.0554967370094077
1.13666775853833	110	0.258823529411765	-0.586996244892086	2.04139268515822	0.0556335414519652
1.13960734167627	109	0.256470588235294	-0.590962432109688	2.03742649794062	0.0567552384256525
1.14481465804495	108	0.254117647058824	-0.594965174563362	2.03342375548695	0.0587351814324369
1.14754956810418	107	0.251764705882353	-0.599005152365102	2.02938377768521	0.0597714538512913
1.15450689525727	106	0.249411764705882	-0.603083064785541	2.02530586526477	0.062396531071507
1.15823707763888	105	0.247058823529412	-0.607199630980373	2.02118929906994	0.0637974635124159
1.1607496054336	104	0.244705882352941	-0.611355590751531	2.01703333929878	0.0647385447112111
1.16648917122945	103	0.242352941176471	-0.615551705345139	2.01283722470517	0.0668807114991462
1.17318446083944	102	0.24	-0.619788758288394	2.00860017176192	0.0693663019931565
1.18026138918144	101	0.237647058823529	-0.624067556267669	2.00432137378264	0.0719781999398008
1.18304093628729	100	0.235294117647059	-0.628388930050311	2	0.0729997726043357
