"range"	"nexpand"	"pexpand"	"log10p"	"log10n"	"log10r"
0.122760654513026	38	0.974358974358974	-0.0112810104096891	1.57978359661681	-0.910940804741374
0.136485857079947	37	0.948717948717949	-0.0228628829595042	1.56820172406699	-0.864912348699115
0.233890194077349	36	0.923076923076923	-0.0347621062592119	1.55630250076729	-0.630987985746935
0.240981276704972	35	0.897435897435897	-0.0469965626762236	1.54406804435028	-0.618016699083204
0.356836348370866	34	0.871794871794872	-0.0595856899842441	1.53147891704226	-0.447530913564783
0.397360063926363	33	0.846153846153846	-0.0725506671486117	1.51851393987789	-0.400815783144541
0.522895321172661	32	0.82051282051282	-0.0859146287065932	1.50514997831991	-0.281585244186764
1.01520360602646	31	0.794871794871795	-0.0997029131922266	1.49136169383427	0.00655315171333528
1.05726040014078	30	0.769230769230769	-0.113943352306837	1.47712125471966	0.024181965941459
1.09767758060335	29	0.743589743589744	-0.128666609127543	1.46239799789896	0.0404747940963253
1.21988828210663	28	0.717948717948718	-0.14390657568428	1.44715803134222	0.086320059620468
1.23494583297607	27	0.692307692307692	-0.159700842867512	1.43136376415899	0.0916479090487213
1.4717491474321	26	0.666666666666667	-0.176091259055681	1.41497334797082	0.167833792902321
1.54867839595362	25	0.641025641025641	-0.193124598354462	1.39794000867204	0.189961239990343
1.60647089613933	24	0.615384615384615	-0.210853365314893	1.38021124171161	0.205872862000462
1.64676053127028	23	0.58974358974359	-0.229336771008906	1.36172783601759	0.216630449498064
1.70053713919898	22	0.564102564102564	-0.248641926204293	1.34242268082221	0.230586121227899
1.75683308753204	21	0.538461538461538	-0.26884531229258	1.32221929473392	0.244730502185563
1.7820129402872	20	0.512820512820513	-0.290034611362518	1.30102999566398	0.250910853390486
2.09057412523022	19	0.487179487179487	-0.31231100607367	1.27875360095283	0.320265570885587
2.09679475184037	18	0.461538461538462	-0.335792101923193	1.25527250510331	0.321555920925182
2.12766653150592	17	0.435897435897436	-0.360615685648225	1.23044892137827	0.327903562121437
2.2068908807712	16	0.41025641025641	-0.386944624370574	1.20411998265592	0.343780860098443
2.24299182581028	15	0.384615384615385	-0.414973347970818	1.17609125905568	0.350827690875898
2.24833751010889	14	0.358974358974359	-0.444936571348261	1.14612803567824	0.351861506085396
2.25570633261013	13	0.333333333333333	-0.477121254719662	1.11394335230684	0.353282558773811
2.26469033498299	12	0.307692307692308	-0.511883360978874	1.07918124604762	0.355008826656912
2.4994004330973	11	0.282051282051282	-0.549671921868274	1.04139268515823	0.397835840741459
2.72624640805028	10	0.256410256410256	-0.591064607026499	1	0.435565106385026
2.875295559959	9	0.230769230769231	-0.636822097587174	0.954242509439325	0.45868249370801
2.88507890434589	8	0.205128205128205	-0.687974620034556	0.903089986991944	0.460157695222571
3.34968878221764	7	0.179487179487179	-0.745966567012242	0.845098040014257	0.525004458844551
3.48306341695625	6	0.153846153846154	-0.812913356642856	0.778151250383644	0.541961381832175
3.6303121083208	5	0.128205128205128	-0.89209460269048	0.698970004336019	0.55994396418064
4.00655287898035	4	0.102564102564103	-0.989004615698537	0.602059991327962	0.602770878987157
4.04694464620052	3	0.0769230769230769	-1.11394335230684	0.477121254719662	0.60712726418547
4.05026640007562	2	0.0512820512820513	-1.29003461136252	0.301029995663981	0.607483589209204
4.53964582939786	1	0.0256410256410256	-1.5910646070265	0	0.657021971725366
