"duration"	"nsurvive"	"psurvive"	"log10p"	"log10n"	"log10r"
0.31	157	0.781094527363184	-0.107296405011255	2.19589965240923	-0.508638306165727
0.5	155	0.771144278606965	-0.112864359250197	2.19033169817029	-0.301029995663981
0.68	154	0.766169154228856	-0.115675336584026	2.18752072083646	-0.167491087293764
0.88	151	0.751243781094527	-0.124219110127319	2.17897694729317	-0.0555173278498314
1.42	150	0.746268656716418	-0.127104798364808	2.17609125905568	0.152288344383056
1.52	149	0.741293532338308	-0.130009789008215	2.17318626841227	0.181843587944773
1.59	148	0.736318407960199	-0.132934342025532	2.17026171539496	0.201397124320452
1.7	147	0.73134328358209	-0.135878722672313	2.16731733474818	0.230448921378274
1.78	146	0.72636815920398	-0.138843201636052	2.16435285578444	0.250420002308894
1.84	145	0.721393034825871	-0.141828055185514	2.16136800223497	0.264817823009536
2	143	0.711442786069652	-0.147860019955427	2.15533603746506	0.301029995663981
2.05	142	0.706467661691542	-0.150907713037432	2.15228834438306	0.311753861055754
2.14	141	0.701492537313433	-0.153976944765109	2.14921911265538	0.330413773349191
2.28	140	0.696517412935323	-0.157068021742251	2.14612803567824	0.357934847000454
2.29	139	0.691542288557214	-0.160181257166394	2.14301480025409	0.359835482339888
2.36	138	0.686567164179104	-0.163316971019252	2.13987908640124	0.372912002970107
2.49	137	0.681592039800995	-0.166475490264082	2.13672056715641	0.396199347095736
2.54	135	0.671641791044776	-0.172862288925483	2.13033376849501	0.404833716619938
2.59	131	0.651741293532338	-0.185924761764725	2.11727129565576	0.413299764081252
2.61	130	0.646766169154229	-0.189252705113652	2.11394335230684	0.416640507338281
2.66	129	0.641791044776119	-0.19260634712124	2.11058971029925	0.424881636631067
2.69	127	0.631840796019901	-0.199392336464532	2.10380372095596	0.429752280002408
2.78	126	0.626865671641791	-0.202825512302926	2.10037054511756	0.444044795918076
2.84	125	0.621890547263682	-0.206286044412433	2.09691001300806	0.453318340047038
2.97	124	0.616915422885572	-0.209774372258254	2.09342168516224	0.472756449317212
2.98	123	0.611940298507463	-0.213290945981091	2.0899051114394	0.474216264076255
3.01	122	0.606965174129353	-0.216836226745741	2.08635983067475	0.478566495593843
3.25	121	0.601990049751244	-0.220410687104039	2.08278537031645	0.511883360978874
3.29	120	0.597014925373134	-0.224014811372864	2.07918124604762	0.517195897949974
3.39	119	0.592039800995025	-0.227649096027958	2.07554696139253	0.530199698203082
3.42	117	0.582089552238806	-0.235010195674327	2.06818586174616	0.534026106056135
3.47	116	0.577114427860697	-0.23873806819357	2.06445798922692	0.540329474790874
3.48	115	0.572139303482587	-0.242498217066877	2.06069784035361	0.541579243946581
3.85	114	0.567164179104478	-0.246291206084016	2.05690485133647	0.585460729508501
3.89	113	0.562189054726368	-0.250117613937069	2.05307844348342	0.589949601325708
4	112	0.557213930348259	-0.253978034750307	2.04921802267018	0.602059991327962
4.27	111	0.552238805970149	-0.257873078633831	2.04532297878666	0.630427875025024
4.41	109	0.54228855721393	-0.265769559479865	2.03742649794062	0.644438589467838
4.81	108	0.537313432835821	-0.269772301933539	2.03342375548695	0.682145076373832
4.83	107	0.532338308457711	-0.273812279735279	2.02938377768521	0.683947130751512
4.87	106	0.527363184079602	-0.277890192155719	2.02530586526477	0.687528961214634
4.95	105	0.522388059701492	-0.282006758350551	2.02118929906994	0.694605198933569
5.07	104	0.517412935323383	-0.286162718121709	2.01703333929878	0.705007959333336
5.12	102	0.507462686567164	-0.294595885658571	2.00860017176192	0.709269960975831
5.17	101	0.502487562189055	-0.298874683637846	2.00432137378264	0.713490543093943
