"duration"	"nsurvive"	"psurvive"	"log10p"	"log10n"	"log10r"
0.02	315	0.687772925764192	-0.162554924214269	2.4983105537896	-1.69897000433602
0.04	312	0.681222707423581	-0.166710883985426	2.49415459401844	-1.39794000867204
0.09	311	0.679039301310044	-0.168105088977032	2.49276038902684	-1.04575749056068
0.13	310	0.676855895196507	-0.169503784169596	2.49136169383427	-0.886056647693163
0.22	309	0.674672489082969	-0.170906998579035	2.48995847942483	-0.657577319177794
0.23	308	0.672489082969432	-0.172314761503425	2.48855071650044	-0.638272163982407
0.31	307	0.670305676855895	-0.173727102526683	2.48713837547719	-0.508638306165727
0.32	306	0.668122270742358	-0.175144051522289	2.48572142648158	-0.494850021680094
0.33	305	0.665938864628821	-0.176565638657083	2.48429983934679	-0.481486060122112
0.45	303	0.661572052401747	-0.179422849501564	2.4814426285023	-0.346787486224656
0.48	300	0.655021834061135	-0.183744223284207	2.47712125471966	-0.318758762624413
0.49	299	0.652838427947598	-0.18519428967944	2.47567118832443	-0.309803919971486
0.51	298	0.650655021834061	-0.186649213927614	2.47421626407626	-0.292429823902064
0.52	297	0.648471615720524	-0.188109028686657	2.47275644931721	-0.283996656365201
0.53	296	0.646288209606987	-0.189573766944931	2.47129171105894	-0.275724130399211
0.57	292	0.637554585152838	-0.195482626555451	2.46538285144842	-0.244125144327509
0.58	291	0.635371179039301	-0.196972489017962	2.46389298898591	-0.236572006437063
0.59	290	0.633187772925764	-0.198467480104913	2.46239799789896	-0.229147988357856
0.6	289	0.631004366812227	-0.199967635247321	2.46089784275655	-0.221848749616356
0.65	287	0.626637554585153	-0.202983581269877	2.45788189673399	-0.187086643357144
0.78	286	0.624454148471616	-0.204499444874826	2.45636603312904	-0.10790539730952
0.82	285	0.622270742358079	-0.206020617995359	2.45484486000851	-0.0861861476162833
0.86	284	0.620087336244541	-0.207547137956832	2.45331834004704	-0.0655015487564323
0.88	280	0.611353711790393	-0.21370744666165	2.44715803134222	-0.0555173278498314
0.9	279	0.609170305676856	-0.215261274730272	2.4456042032736	-0.0457574905606751
0.93	278	0.606986899563319	-0.216820682085793	2.44404479591808	-0.0315170514460649
0.95	276	0.602620087336245	-0.219956395938652	2.44090908206522	-0.0222763947111523
0.98	275	0.600436681222707	-0.221532784173607	2.43933269383026	-0.00877392430750515
0.99	274	0.59825327510917	-0.223114915183481	2.43775056282039	-0.00436480540245009
1.05	273	0.596069868995633	-0.224702830963113	2.43616264704076	0.0211892990699381
1.07	272	0.593886462882096	-0.22629657396967	2.4345689040342	0.0293837776852097
1.1	271	0.591703056768559	-0.227896187129463	2.43296929087441	0.0413926851582251
1.15	266	0.580786026200873	-0.235983841372802	2.42488163663107	0.0606978403536116
1.23	265	0.578602620087336	-0.237619604067061	2.42324587393681	0.0899051114393979
1.25	264	0.576419213973799	-0.239261551134038	2.42160392686983	0.0969100130080564
1.26	261	0.569868995633188	-0.244224970665588	2.41664050733828	0.100370545117563
1.3	260	0.567685589519651	-0.245892130033051	2.41497334797082	0.113943352306837
1.4	259	0.565502183406114	-0.247565713922617	2.41329976408125	0.146128035678238
1.41	258	0.563318777292576	-0.249245772040639	2.41161970596323	0.14921911265538
1.47	254	0.554585152838428	-0.256031761383931	2.40483371661994	0.167317334748176
1.5	249	0.543668122270742	-0.264666130908133	2.39619934709574	0.176091259055681
1.57	248	0.541484716157205	-0.266413797177653	2.39445168082622	0.195899652409234
1.59	247	0.539301310043668	-0.268168524744203	2.39269695325967	0.201397124320452
