"duration"	"nsurvive"	"psurvive"	"log10p"	"log10n"	"log10r"
0.02	17	0.68	-0.167491087293764	1.23044892137827	-1.69897000433602
0.13	16	0.64	-0.193820026016113	1.20411998265592	-0.886056647693163
0.39	15	0.6	-0.221848749616356	1.17609125905568	-0.408935392973501
0.56	14	0.56	-0.2518119729938	1.14612803567824	-0.2518119729938
0.63	13	0.52	-0.283996656365201	1.11394335230684	-0.200659450546418
0.74	12	0.48	-0.318758762624413	1.07918124604762	-0.130768280269024
0.79	11	0.44	-0.356547323513813	1.04139268515823	-0.102372908709559
0.81	10	0.4	-0.397940008672038	1	-0.0915149811213502
0.82	9	0.36	-0.443697499232713	0.954242509439325	-0.0861861476162833
0.93	8	0.32	-0.494850021680094	0.903089986991944	-0.0315170514460649
1.15	7	0.28	-0.552841968657781	0.845098040014257	0.0606978403536116
1.46	6	0.24	-0.619788758288394	0.778151250383644	0.164352855784437
1.47	5	0.2	-0.698970004336019	0.698970004336019	0.167317334748176
1.68	4	0.16	-0.795880017344075	0.602059991327962	0.225309281725863
1.76	3	0.12	-0.920818753952375	0.477121254719662	0.24551266781415
2.06	2	0.08	-1.09691001300806	0.301029995663981	0.313867220369153
2.08	1	0.04	-1.39794000867204	0	0.318063334962762
