"duration"	"nsurvive"	"psurvive"	"log10p"	"log10n"	"log10r"
1.55	859	0.30722460658083	-0.512544003242401	2.93399316383124	0.190331698170291
1.56	821	0.293633762517883	-0.532194009954203	2.91434315711944	0.193124598354462
1.57	817	0.292203147353362	-0.534315110541228	2.91222205653242	0.195899652409234
1.58	815	0.291487839771102	-0.535379558333667	2.91115760873998	0.198657086954423
1.59	810	0.289699570815451	-0.538052148194994	2.90848501887865	0.201397124320452
1.6	807	0.28862660944206	-0.539663632351573	2.90687353472207	0.204119982655925
1.63	805	0.2879113018598	-0.540741286705775	2.90579588036787	0.212187604403958
1.64	791	0.282904148783977	-0.548360683575967	2.89817648349768	0.214843848047698
1.65	789	0.282188841201717	-0.549460163864223	2.89707700320942	0.217483944213906
1.67	787	0.281473533619456	-0.550562434714579	2.89597473235906	0.222716471147583
1.68	786	0.281115879828326	-0.551114621034236	2.89542254603941	0.225309281725863
1.69	779	0.278612303290415	-0.554999709401079	2.89153745767256	0.227886704613674
1.7	756	0.270386266094421	-0.568015371572437	2.87852179550121	0.230448921378274
1.71	748	0.267525035765379	-0.572635569209182	2.87390159786446	0.232996110392154
1.72	747	0.267167381974249	-0.573216565258245	2.8733206018154	0.235528446907549
1.73	744	0.266094420600858	-0.574964231527765	2.87157293554588	0.238046103128795
1.74	743	0.265736766809728	-0.575548353313069	2.87098881376058	0.2405492482826
1.75	725	0.259298998569385	-0.58619916050265	2.86033800657099	0.243038048686294
1.76	721	0.257868383404864	-0.588601902354215	2.85793526471943	0.24551266781415
1.77	720	0.257510729613734	-0.589204670642375	2.85733249643127	0.247973266361807
1.78	707	0.252861230329042	-0.597117753276744	2.8494194137969	0.250420002308894
1.79	706	0.252503576537911	-0.59773246602184	2.8488047010518	0.252853030979893
1.8	700	0.25035765379113	-0.601439127059387	2.84509804001426	0.255272505103306
1.82	698	0.24964234620887	-0.602681744450483	2.84385542262316	0.260071387985075
1.83	693	0.247854077253219	-0.605803932461837	2.84073323461181	0.262451089730429
1.84	689	0.246423462088698	-0.608317945166018	2.83821922190763	0.264817823009536
1.85	682	0.243919885550787	-0.612752792417165	2.83378437465648	0.267171728403014
1.86	681	0.243562231759657	-0.613390055160859	2.83314711191279	0.269512944217916
1.87	679	0.242846924177396	-0.614667392793142	2.8318697742805	0.271841606536499
1.89	678	0.242489270386266	-0.61530747320658	2.83122969386706	0.276461804173244
1.9	674	0.241058655221745	-0.617877270538324	2.82865989653532	0.278753600952829
1.92	667	0.238555078683834	-0.622411333157095	2.82412583391655	0.28330122870355
1.94	659	0.235693848354793	-0.627651752479634	2.81888541459401	0.287801729930226
1.95	655	0.234263233190272	-0.630295867081861	2.81624129999178	0.290034611362518
1.97	653	0.233547925608011	-0.63162398579857	2.81491318127507	0.294466226161593
1.98	652	0.233190271816881	-0.632289571341724	2.81424759573192	0.296665190261531
2	647	0.23140200286123	-0.635632886404943	2.8109042806687	0.301029995663981
2.01	637	0.227825464949928	-0.642397734738293	2.80413943233535	0.303196057420489
2.04	635	0.227110157367668	-0.643763441781668	2.80277372529198	0.309630167425899
2.05	631	0.225679542203147	-0.64650780782951	2.80002935924413	0.311753861055754
2.06	625	0.223533619456366	-0.650657149729569	2.79588001734408	0.313867220369153
2.07	624	0.223175965665236	-0.65135257739122	2.79518458968242	0.315970345456918
2.08	620	0.221745350500715	-0.65414547757539	2.79239168949825	0.318063334962762
2.09	619	0.221387696709585	-0.654846518053526	2.79169064902012	0.320146286111054
2.1	617	0.220672389127325	-0.656252003040402	2.79028516403324	0.322219294733919
2.11	615	0.219957081545064	-0.657662051298227	2.78887511577542	0.324282455297693
2.12	611	0.218526466380544	-0.66049595683109	2.78604121024255	0.326335860928751
2.13	604	0.216022889842632	-0.665500228452512	2.78103693862113	0.328379603438738
2.14	600	0.214592274678112	-0.66838591669	2.77815125038364	0.330413773349191
2.15	599	0.214234620886981	-0.669110344684332	2.77742682238931	0.332438459915605
2.16	597	0.213519313304721	-0.670562835944275	2.77597433112937	0.334453751150931
2.17	596	0.213161659513591	-0.671290907333407	2.77524625974024	0.33645973384853
2.18	589	0.21065808297568	-0.676421872286542	2.7701152947871	0.338456493604605
2.19	587	0.209942775393419	-0.677899065826029	2.76863810124761	0.340444114840118
