"duration"	"psurvive"	"log10p"
0.022	0.999828679115984	-7.44100887459234e-05
0.028	0.999657358231968	-0.000148832928770982
0.05	0.999143395579921	-0.00037217800024175
0.054	0.998972074695905	-0.000446651889115523
0.062	0.998629432927874	-0.000595637990715001
0.064	0.998286791159842	-0.000744675220009874
0.068	0.998115470275827	-0.000819213018511464
0.07	0.997944149391811	-0.000893763612103361
0.072	0.997601507623779	-0.0010429032021347
0.082	0.997258865855748	-0.00119209402527934
0.084	0.997087544971732	-0.00126670866027147
0.086	0.996916224087716	-0.00134133611674914
0.088	0.996573582319685	-0.00149062951179214
0.09	0.996230940551653	-0.00163997424569271
0.092	0.996059619667637	-0.001714665875751
0.094	0.99554565701559	-0.00193881787138671
0.098	0.995374336131574	-0.00201356091982921
0.1	0.995203015247559	-0.00208831683393119
0.104	0.995031694363543	-0.00216308561812266
0.106	0.994689052595511	-0.002312661814505
0.108	0.994517731711496	-0.00238746923556731
0.11	0.99434641082748	-0.00246228954446168
0.112	0.994003769059448	-0.00261196884351465
0.114	0.993832448175433	-0.0026868278425629
0.116	0.993489806407401	-0.00283658456194451
0.118	0.99314716463937	-0.00298639293938828
0.122	0.992633201987322	-0.00321120244241692
0.124	0.992290560219291	-0.00336114012106945
0.132	0.991947918451259	-0.00351112958272376
0.134	0.991605276683228	-0.00366117086316006
0.136	0.991433955799212	-0.00373621094661301
0.138	0.990919993147165	-0.00396140902368555
0.144	0.990748672263149	-0.00403650100656532
0.146	0.990577351379133	-0.00411160597552088
0.152	0.990063388727086	-0.00433699884377686
0.154	0.98989206784307	-0.00441215580198181
0.156	0.989720746959054	-0.00448732576874726
0.16	0.989549426075039	-0.00456250874857722
0.162	0.988864142538975	-0.00486337088870336
0.164	0.988521500770944	-0.00501388015442849
0.166	0.988350179886928	-0.00508915435201766
0.168	0.987836217234881	-0.00531505525797096
0.17	0.987664896350865	-0.00539038167944211
0.174	0.987322254582834	-0.00554107372880387
0.176	0.986808291930786	-0.00576720988694791
0.178	0.986636971046771	-0.00584261478025361
0.182	0.986123008394723	-0.00606890804559235
0.184	0.985951687510708	-0.00614436534434931
0.186	0.985609045742676	-0.00629531928466066
0.188	0.985266403974644	-0.00644632571243492
0.19	0.984752441322597	-0.0066729338479719
0.196	0.984409799554566	-0.00682407165423126
0.2	0.983724516018503	-0.00712650514967275
0.202	0.983381874250471	-0.00727780091218645
0.204	0.983210553366455	-0.00735346856320166
0.208	0.982867911598424	-0.00750484342771896
0.21	0.982696590714408	-0.00758055065041624
0.212	0.982353948946377	-0.00773200469969427
0.214	0.982011307178345	-0.00788351158485307
0.216	0.981668665410314	-0.00803507134276998
0.218	0.98098338187425	-0.0083383496245801
0.22	0.980640740106219	-0.0084900682224212
0.222	0.980298098338187	-0.00864183984091613
0.224	0.979612814802124	-0.00894554228818991
0.226	0.978927531266061	-0.00924945726343573
0.23	0.978413568614014	-0.00947753314538831
0.232	0.978070926845983	-0.00962965030347706
0.236	0.977899605961967	-0.00970572886755059
0.238	0.97738564330992	-0.00993404455592649
0.24	0.976529038889841	-0.0103148376376686
0.242	0.976186397121809	-0.0104672484067019
0.244	0.975843755353778	-0.01061971268136
0.25	0.975672434469762	-0.0106959648950408
0.252	0.97532979270173	-0.0108485094986124
0.254	0.974815830049683	-0.0110774269150888
0.256	0.974301867397636	-0.0113064650579924
0.258	0.97413054651362	-0.0113828379557366
0.26	0.973787904745589	-0.0115356240547278
0.264	0.973445262977557	-0.0116884639232429
0.268	0.972759979441494	-0.0119943051203215
0.27	0.972417337673462	-0.0121473065247236
0.272	0.972246016789447	-0.0122238274449996
0.274	0.971732054137399	-0.0124534711351498
0.276	0.971560733253384	-0.0125300460241613
0.278	0.971218091485352	-0.0126832363191899
0.28	0.97087544971732	-0.0128364806686639
0.282	0.970361487065273	-0.0130664486284473
0.284	0.970190166181258	-0.0131431316836308
0.288	0.969847524413226	-0.0132965384255661
0.292	0.969162240877163	-0.0136035145697507
0.294	0.968990919993147	-0.013680292521317
0.296	0.968648278225116	-0.0138338891566592
0.298	0.968305636457084	-0.0139875401336389
0.3	0.968134315573068	-0.0140643860122617
0.302	0.967962994689053	-0.0141412454907214
0.304	0.967791673805037	-0.0142181185738327
0.306	0.96727771115299	-0.0144488194992594
0.308	0.966935069384958	-0.0146026882278497
0.31	0.966421106732911	-0.0148335935847663
0.314	0.965735823196848	-0.0151416584899719
0.316	0.965564502312832	-0.0152187088728411
0.318	0.9652218605448	-0.0153728506604054
0.32	0.964879218776769	-0.0155270471761042
0.324	0.964365256124722	-0.0157584446499577
0.326	0.964193935240706	-0.0158356045474519
0.33	0.963508651704643	-0.0161443812983924
0.332	0.963337330820627	-0.0162216098007571
0.334	0.963166009936611	-0.016298852038738
0.336	0.962652047284564	-0.0165306612152601
0.34	0.962309405516532	-0.0166852694340177
0.342	0.961795442864485	-0.0169172850117396
0.344	0.961281480212438	-0.0171494246067028
0.346	0.961110159328422	-0.0172268320539985
0.348	0.960938838444406	-0.0173042533006432
0.35	0.960767517560391	-0.0173816883515577
0.352	0.960596196676375	-0.0174591372116655
0.356	0.960082234024328	-0.017691566696423
0.358	0.959739592256296	-0.0178465888226106
0.36	0.959225629604249	-0.0180792258151762
0.362	0.958711666952201	-0.0183119874903699
0.364	0.95836902518417	-0.0184672312746515
0.366	0.958026383416138	-0.0186225305725349
0.368	0.957855062532123	-0.0187002010514871
0.37	0.956998458112044	-0.0190887619451737
0.372	0.956484495459997	-0.0193220654597305
0.374	0.956141853691965	-0.0194776707934995
0.376	0.955627891039918	-0.0197111833801289
0.378	0.954942607503855	-0.0200227289328745
0.38	0.954599965735823	-0.0201785855582341
0.382	0.954257323967792	-0.020334498136431
0.384	0.954086003083776	-0.0204124754204009
0.386	0.953572040431729	-0.0206464913121358
0.388	0.953400719547713	-0.0207245246394328
0.39	0.95271543601165	-0.0210367982332596
0.392	0.952544115127634	-0.0211149017281025
