"SIDNUM"	"ORDER"	"FAMILY"	"SUBFAMILY"	"GENUS"	"SPECIES"	"genusspecies"	"BODYMASS"	"TCRWNHT"	"CROWNTYP"	"sp_now"	"no_loc"	"no_countries"	"sp_duration"	"max_mid_age"	"min_mid_age"	"sp_area_square"	"sp_area_el"	"sp_range_width"	"max_lat"	"min_lat"	"max_long"	"min_long"	"duration_peak"
24548	Artiodactyla	Cainotheriidae		Microtherium	renggeri	Microtherium renggeri	NA	NA	S2300	Microtherium renggeri	1	1	0	13.52	13.52	0	0	0	47.4	47.4	8.1	8.1	0
27190	Artiodactyla	Bachitheriidae		Bachitherium	insigne	Bachitherium insigne	36000	bra	NA	Bachitherium insigne	10	3	4.99	29.97	24.98	0.36371592	0.2855169972	0.603088650199952	47.3	43.2	8.4	1.2	1.74833333333333
25034	Perissodactyla	Rhinocerotidae		Coelodonta	antiquitatis	Coelodonta antiquitatis	1837313	hyp	L2222	Coelodonta antiquitatis	220	18	2.15	2.15	0	86.850729	68.177822265	9.31937385235725	71.2	33.2	179.7	-5.8	0.054
25173	Artiodactyla	Bovidae	Bovinae	Bos	primigenius	Bos primigenius	1059726	hyp	L2220	Bos primigenius	154	28	1.59	1.59	0	59.5436967	46.7418019095	7.71645622679219	60.7	24.5	129.8	-3.7	0.12
29944	Artiodactyla	Bovidae	Antilopini	Gazella	prjewalskyi	Gazella prjewalskyi	NA	NA	L2220	Gazella prjewalskyi	22	1	0.26	0.27	0.01	3.84932682	3.0217215537	1.96197013738742	45.6	32.9	126.3	101.7	0.01
21244	Rodentia	Muridae	Murinae	Stephanomys	donnezani	Stephanomys donnezani	NA	NA	NA	Stephanomys donnezani	14	2	2.13	5.15	3.02	0.9142182	0.717661287	0.956147582750697	43.8	36.8	4.4	-6.2	1.1
21245	Rodentia	Muridae	Murinae	Castillomys	crusafonti	Castillomys crusafonti	NA	NA	NA	Castillomys crusafonti	41	2	5.24	6.2	0.96	0.998001	0.783430785	0.999	44.2	36.7	4.6	-6.2	2.89
22325	Lagomorpha	Ochotonidae		Prolagus	ibericus	Prolagus ibericus	NA	NA	NA	Prolagus ibericus	3	1	0.87	5.15	4.28	0.09573417	0.07515132345	0.309409388997813	41	37.3	-1.5	-3.6	0.435
24665	Rodentia	Muridae	Cricetinae	Apocricetus	angustidens	Apocricetus angustidens	NA	NA	NA	Apocricetus angustidens	4	2	1.19	5.15	3.96	0.21142836	0.1659712626	0.459813396934017	43.1	39.2	2.9	-1.5	0.4575
21623	Proboscidea	Deinotheriidae		Deinotherium	giganteum	Deinotherium giganteum	11240000	bra	L2202	Deinotherium giganteum	106	18	12.84	16.8	3.96	28.38746079	22.28415672015	5.32798843748745	49.8	1.7	46.5	-1.4	6.09
20577	Rodentia	Muridae	Copemyinae	Democricetodon	brevis	Democricetodon brevis	24	NA	NA	Democricetodon brevis	54	9	6.25	16.8	10.55	3.6568728	2.870645148	1.91229516550139	51.2	40	28.3	1.8	1.601
20673	Rodentia	Muridae	Megacricetodontinae	Megacricetodon	minor	Megacricetodon minor	11	NA	NA	Megacricetodon minor	133	11	6.75	16.8	10.05	6.06267126	4.7591969391	2.46224922784027	51.2	37.3	30.2	-5.2	1.6025
20844	Rodentia	Sciuridae		Spermophilinus	bredai	Spermophilinus bredai	116	NA	NA	Spermophilinus bredai	223	18	18.09	18.35	0.26	26.10524196	20.4926149386	5.10932891483803	51.1	35	122.5	-9.1	9.28666666666667
21047	Rodentia	Muridae	Eumyarioninae	Eumyarion	leemanni	Eumyarion leemanni	NA	NA	NA	Eumyarion leemanni	27	4	4.09	13.49	9.4	4.11139449	3.22744467465	2.02765738969876	49.9	35.2	24.4	1.7	1.1625
23690	Rodentia	Sciuridae		Heteroxerus	rubricati	Heteroxerus rubricati	NA	NA	NA	Heteroxerus rubricati	191	4	10.85	20.6	9.75	2.58741	2.03111685	1.60854281882703	48.7	38.7	11.8	-9.2	6.46
24555	Rodentia	Sciuridae	Pteromyini	Miopetaurista	neogrivensis	Miopetaurista neogrivensis	NA	NA	NA	Miopetaurista neogrivensis	8	2	2.36	12.11	9.75	0.19196118	0.1506895263	0.43813374670299	45.6	41.5	5.2	1.4	1.76
24593	Rodentia	Gliridae	Glirinae	Muscardinus	thaleri	Muscardinus thaleri	NA	NA	NA	Muscardinus thaleri	21	3	4.75	15.3	10.55	1.04001561	0.81641225385	1.01981155612201	42.6	40.3	35	-1.7	3.026
24675	Rodentia	Muridae	Copemyinae	Democricetodon	larteti	Democricetodon larteti	51	NA	NA	Democricetodon larteti	54	2	3.92	15.3	11.38	0.55740204	0.4375606014	0.74659362440353	45.6	40.4	5.2	-3.5	1.51714285714286
34287	Rodentia	Muridae	Cricetodontinae	Hispanomys	decedens	Hispanomys decedens	96	NA	NA	Hispanomys decedens	7	2	0.57	12.42	11.85	0.17175474	0.1348274709	0.414433034397597	45.6	41.5	5.2	1.8	0.31
20603	Rodentia	Gliridae		Glirudinus	undosus	Glirudinus undosus	NA	NA	NA	Glirudinus undosus	41	5	8.89	18.64	9.75	3.02406624	2.3738919984	1.73898425524787	51.2	39.4	19.3	-1.5	7.05
20612	Rodentia	Gliridae		Microdyromys	complicatus	Microdyromys complicatus	19	NA	NA	Microdyromys complicatus	62	9	10.6	16.8	6.2	5.98899168	4.7013584688	2.44724164724287	50.1	38.9	34.3	-9.1	7.0225
21450	Rodentia	Muridae	Megacricetodontinae	Megacricetodon	crusafonti	Megacricetodon crusafonti	NA	NA	NA	Megacricetodon crusafonti	28	3	3.28	15.3	12.02	0.726939	0.570647115	0.852607178013415	43.9	38.9	2.7	-9.1	1.556
85237	Rodentia	Gliridae	NA	Bransatoglis	astaracensis	Bransatoglis astaracensis	NA	NA	NA	Bransatoglis astaracensis	43	9	7.05	16.8	9.75	4.30397172	3.3786178002	2.07460158102707	51.2	38.9	19.3	-9.1	2.285
21040	Rodentia	Muridae	Megacricetodontinae	Megacricetodon	ibericus	Megacricetodon ibericus	NA	NA	NA	Megacricetodon ibericus	31	2	1.8	12.32	10.52	0.640692	0.50294322	0.800432383153006	45.6	40.6	5.2	-5.2	1.5
20619	Rodentia	Gliridae	Glirinae	Muscardinus	hispanicus	Muscardinus hispanicus	25	NA	NA	Muscardinus hispanicus	67	9	7.74	12.02	4.28	3.1270698	2.454749793	1.76835228390725	51.2	40.4	21.9	-1.6	5.17333333333333
21064	Rodentia	Sciuridae		Heteroxerus	grivensis	Heteroxerus grivensis	149	NA	NA	Heteroxerus grivensis	71	4	8.55	16.8	8.25	2.52432648	1.9815962868	1.58881291535536	48.8	38.4	10.6	-9.1	4.872
20460	Rodentia	Eomyidae		Eomyops	oppligeri	Eomyops oppligeri	NA	NA	NA	Eomyops oppligeri	21	6	2.97	13.52	10.55	2.23921854	1.7577865539	1.49640186447358	49	41.2	21.9	-1.4	2.36333333333333
20481	Rodentia	Muridae	Anomalomyinae	Anomalomys	gaudryi	Anomalomys gaudryi	35	NA	NA	Anomalomys gaudryi	50	9	5.25	15.3	10.05	2.22295482	1.7450195337	1.49095768551626	51.2	41.5	20.4	1.8	1.75157894736842
20607	Rodentia	Gliridae		Myoglis	meini	Myoglis meini	92	NA	NA	Myoglis meini	61	8	7.64	16.8	9.16	2.87375004	2.2558937814	1.69521386261439	50.9	41.1	22.3	-1.5	3.41333333333333
20608	Rodentia	Gliridae	Glirinae	Muscardinus	sansaniensis	Muscardinus sansaniensis	NA	NA	NA	Muscardinus sansaniensis	68	10	6.75	16.8	10.05	2.6687286	2.094951951	1.63362437543029	50.9	41.4	22.3	-0.5	3.08
21041	Rodentia	Muridae	Copemyinae	Democricetodon	crusafonti	Democricetodon crusafonti	NA	NA	NA	Democricetodon crusafonti	29	2	2.08	12.6	10.52	0.5113215	0.4013873775	0.715067479333244	45.6	40.6	5.2	-3.1	1.5
23689	Rodentia	Eomyidae		Keramidomys	carpathicus	Keramidomys carpathicus	3	NA	NA	Keramidomys carpathicus	44	9	11.02	15.3	4.28	6.59272068	5.1752857338	2.56762938914478	50.9	36.2	35.9	-0.5	5.1
23700	Rodentia	Sciuridae	Pteromyini	Albanensia	quiricensis	Albanensia quiricensis	NA	NA	NA	Albanensia quiricensis	6	1	0.8	12.42	11.62	0	0	0	41.5	41.5	2.1	1.8	0.293333333333335
24079	Rodentia	Sciuridae	Pteromyini	Hylopetes	hoeckarum	Hylopetes hoeckarum	NA	NA	NA	Hylopetes hoeckarum	9	3	8.55	16.8	8.25	1.65926907	1.30252621995	1.28812618558897	48.2	41.5	21.9	1.8	2.965
24819	Rodentia	Muridae	Cricetodontinae	Hispanomys	aguirrei	Hispanomys aguirrei	NA	NA	NA	Hispanomys aguirrei	8	1	0.55	12.02	11.47	0.02895435	0.02272916475	0.17015977785599	41.6	41.1	1.8	-2.9	0.324444444444444
20610	Rodentia	Gliridae		Paraglirulus	werenfelsi	Paraglirulus werenfelsi	32	NA	NA	Paraglirulus werenfelsi	61	12	7.64	16.8	9.16	5.6380896	4.425900336	2.37446617158468	51.2	35.2	27.1	-1.5	2.77
20628	Rodentia	Gliridae		Myomimus	dehmi	Myomimus dehmi	NA	NA	NA	Myomimus dehmi	63	7	9.24	13.52	4.28	5.23901241	4.11262474185	2.28888890293959	48.1	38	37.3	-4.8	4.166
21043	Rodentia	Muridae	Copemyinae	Democricetodon	nemoralis	Democricetodon nemoralis	NA	NA	NA	Democricetodon nemoralis	12	2	2.1	11.85	9.75	0.1996002	0.156686157	0.446766381904458	46	41.5	5.4	1.8	1.00705882352941
85720	Primates	incertae sedis		Pliobates	cataloniae	Pliobates cataloniae	NA	NA	NA	Pliobates cataloniae	1	1	0	11.62	11.62	0	0	0	41.5	41.5	1.8	1.8	0
23701	Rodentia	Muridae	Cricetodontinae	Hispanomys	lavocati	Hispanomys lavocati	NA	NA	NA	Hispanomys lavocati	9	1	1.5	12.02	10.52	0.0172494	0.013540779	0.131336971184811	41.5	41.1	2.1	-1.4	1.1275
31139	Rodentia	Muridae	Megacricetodontinae	Megacricetodon	minutus	Megacricetodon minutus	NA	NA	NA	Megacricetodon minutus	23	7	2.36	12.11	9.75	1.79196624	1.4066934984	1.3386434327333	48.6	41.4	22	1.8	1.50125
20611	Rodentia	Gliridae		Microdyromys	koenigswaldi	Microdyromys koenigswaldi	12	NA	NA	Microdyromys koenigswaldi	92	9	12.35	20.6	8.25	5.16533283	4.05478627155	2.27273685894342	50.4	39.1	28.2	-8.9	8.95
85745	Carnivora	Mustelidae	Eomellivorini	Eomellivora	moralesi	Eomellivora moralesi	NA	NA	NA	Eomellivora moralesi	1	1	0	11.39	11.39	0	0	0	41.5	41.5	1.8	1.8	0
82232	Primates	Hominidae	Dryopithecini	Anoiapithecus	brevirostris	Anoiapithecus brevirostris	NA	bra	NA	Anoiapithecus brevirostris	3	1	0.39	12.37	11.98	0	0	0	41.5	41.5	1.8	1.8	0.129999999999999
20249	Primates	Hominidae	Dryopithecini	Dryopithecus	fontani	Dryopithecus fontani	35000	bra	R2200	Dryopithecus fontani	11	3	1.56	12.11	10.55	1.02806424	0.8070304284	1.01393502750423	47.1	41.5	15.3	0.4	1.43666666666667
84426	Carnivora	Ursidae	Ailuropodinae	Kretzoiarctos	beatrix	Kretzoiarctos beatrix	NA	NA	NA	Kretzoiarctos beatrix	3	2	0.23	11.85	11.62	1.0053936	0.789233976	1.0026931734085	47.9	41.1	10.6	-1.4	0.19
22265	Carnivora	Canidae	Caninae	Vulpes	vulpes	Vulpes vulpes	8000	NA	NA	Vulpes vulpes	212	29	2.19	2.2	0.01	67.27857408	52.8136806528	8.2023517408119	64	25.6	135	-7.2	0.0825
22701	Artiodactyla	Cervidae	Cervinae	Cervus	elaphus	Cervus elaphus	210223	mes	L2220	Cervus elaphus	398	35	3.04	3.04	0	75.60461304	59.3496212364	8.6950913186694	67.9	31.2	160	-7.2	0.175
25060	Carnivora	Canidae	Caninae	Canis	lupus	Canis lupus	29000	bra	NA	Canis lupus	270	33	3.03	3.04	0.01	197.296173	154.877495805	14.046215611331	70.4	-25.2	160	-7.5	0.0175
25194	Artiodactyla	Suidae	Suinae	Sus	scrofa	Sus scrofa	124715	bra	R2200	Sus scrofa	290	36	2.14	2.15	0.01	116.85581388	91.7318138958	10.8099867659493	59.5	-8.1	133.1	-7.2	0.022
25240	Primates	Hominidae	Hominini	Homo	neanderthalensis	Homo neanderthalensis	NA	bra	R2200	Homo neanderthalensis	11	8	0.93	0.96	0.03	2.35441989	1.84821961365	1.53441190362953	51.2	41.5	20.5	0.8	0.2475
25245	Artiodactyla	Bovidae		Rupicapra	rupicapra	Rupicapra rupicapra	37000	hyp	L2220	Rupicapra rupicapra	37	12	0.95	0.96	0.01	5.61443328	4.4073301248	2.36947953778884	50.4	41.5	46	-5.2	0.2675
25308	Perissodactyla	Equidae	Equinae	Equus	ferus	Equus ferus	459803	hyp	L2320	Equus ferus	48	10	1.28	1.3	0.02	55.8621819	43.8518127915	7.47410074189531	59.2	23.5	119.8	-7.2	0.0675
25315	Carnivora	Felidae	Felinae	Panthera	pardus	Panthera pardus	53750	NA	NA	Panthera pardus	126	26	3.96	3.96	0	146.48621715	114.99168046275	12.1031490592325	51.4	-33.1	133.1	-7.6	0.774
25488	Perissodactyla	Rhinocerotidae		Stephanorhinus	hemitoechus	Stephanorhinus hemitoechus	1519249	mes	L2212	Stephanorhinus hemitoechus	42	7	1.26	1.3	0.04	15.01991505	11.79063331425	3.87555351530591	54.3	32.8	49.5	-7.2	0.2025
25689	Artiodactyla	Bovidae		Capra	pyrenaica	Capra pyrenaica	NA	hyp	L2220	Capra pyrenaica	3	1	0.9	0.96	0.06	0.1946718	0.152817363	0.44121627349861	43.5	41.5	2.7	-5.2	0.4575
35191	Carnivora	Felidae	Felinae	Panthera	spelaea	Panthera spelaea	380189	NA	NA	Panthera spelaea	49	13	1.27	1.3	0.03	60.77801448	47.7107413668	7.79602555665385	68.4	37.1	150.4	-7.2	0.3125
24632	Rodentia	Gliridae		Vasseuromys	bacchius	Vasseuromys bacchius	NA	NA	NA	Vasseuromys bacchius	5	1	1.75	22.35	20.6	0.0344988	0.027081558	0.185738525890565	42.5	41.5	0.2	-2.6	0.291666666666668
25197	Perissodactyla	Rhinocerotidae		Stephanorhinus	kirchbergensis	Stephanorhinus kirchbergensis	1882516	mes	L2212	Stephanorhinus kirchbergensis	74	17	2.14	2.15	0.01	37.2932028	29.275164198	6.10681609351387	55.5	32	129	0.2	0.095
25328	Carnivora	Mustelidae		Meles	meles	Meles meles	13000	NA	NA	Meles meles	130	27	1.49	1.5	0.01	42.94065636	33.7084152426	6.55291205190486	59.5	34.3	133.1	-5.2	0.12875
25451	Carnivora	Mustelidae		Mustela	sibiricus	Mustela sibiricus	NA	NA	NA	Mustela sibiricus	17	2	0.74	0.75	0.01	15.09470352	11.8493422632	3.88519028105446	56	25.6	133.1	92.8	0.03
29867	Lagomorpha	Leporidae		Lepus	wongi	Lepus wongi	NA	NA	NA	Lepus wongi	8	1	0.51	0.67	0.16	0.8353638	0.655760583	0.913982384950607	45.4	39.4	127.1	115.8	0.1975
29921	Artiodactyla	Cervidae	Cervinae	Cervus	hortulorum	Cervus hortulorum	NA	NA	L2220	Cervus hortulorum	8	1	0.74	0.75	0.01	4.74900624	3.7279698984	2.17922147566511	45.4	23.5	127.1	109.5	0.1275
29942	Artiodactyla	Cervidae		Capreolus	manchuricus	Capreolus manchuricus	NA	bra	L2220	Capreolus manchuricus	12	1	0.44	0.45	0.01	2.81103615	2.20666337775	1.67661449057319	46	34.3	129	109.5	0.04
85929	Rodentia	Muridae	Myospalacinae	Myospalax	prosilurus	Myospalax prosilurus	NA	NA	NA	Myospalax prosilurus	3	1	1.07	1.28	0.21	0.3992004	0.313372314	0.631823076501642	45.4	39.4	127.1	121.7	0.44
84895	Pilosa	Nothrotheriidae	NA	Mcdonaldocnus	bondesioi	Mcdonaldocnus bondesioi	NA	NA	NA	Mcdonaldocnus bondesioi	3	2	3.5	12.75	9.25	1.5746238	1.236079683	1.25484014918236	-17.3	-38.6	-63	-69	0.335000000000001
84982	Rodentia	Caviidae	Dolichotiinae	Prodolichotis	prisca	Prodolichotis prisca	NA	NA	NA	Prodolichotis prisca	2	2	3.67	9.92	6.25	0.34301664	0.2692680624	0.585676224547318	-17.3	-26.9	-66.1	-69	1.835
85441	Sparassodonta	Hathliacynidae		Borhyaenidium	altiplanicus	Borhyaenidium altiplanicus	NA	NA	NA	Borhyaenidium altiplanicus	1	1	0	9.92	9.92	0	0	0	-17.3	-17.3	-69	-69	0
85943	Notoungulata	Toxodontidae		Hoffstetterius	imperator	Hoffstetterius imperator	NA	NA	NA	Hoffstetterius imperator	1	1	0	9.92	9.92	0	0	0	-17.3	-17.3	-69	-69	0
85944	Notoungulata	Mesotheriidae	Mesotheriinae	Plesiotypotherium	achirense	Plesiotypotherium achirense	NA	NA	NA	Plesiotypotherium achirense	1	1	0	9.92	9.92	0	0	0	-17.3	-17.3	-69	-69	0
85945	Notoungulata	Mesotheriidae	Mesotheriinae	Plesiotypotherium	majus	Plesiotypotherium majus	NA	NA	NA	Plesiotypotherium majus	1	1	0	9.92	9.92	0	0	0	-17.3	-17.3	-69	-69	0
85947	Cingulata	Glyptodontidae		Trachycalyptoides	achirense	Trachycalyptoides achirense	NA	NA	NA	Trachycalyptoides achirense	1	1	0	9.92	9.92	0	0	0	-17.3	-17.3	-69	-69	0
86096	Notoungulata	Toxodontidae		Andinotoxodon	bolivarensis	Andinotoxodon bolivarensis	NA	NA	NA	Andinotoxodon bolivarensis	1	1	0	9.92	9.92	0	0	0	-17.3	-17.3	-69	-69	0
21270	Proboscidea	Gomphotheriidae		Gomphotherium	angustidens	Gomphotherium angustidens	3629130	bra	RMM00	Gomphotherium angustidens	116	17	13.66	16.8	3.14	60.64852077	47.60908880445	7.78771601754969	53.5	0.4	83.6	-9.1	8.36
20025	Carnivora	Herpestidae		Leptoplesictis	aurelianensis	Leptoplesictis aurelianensis	406	NA	NA	Leptoplesictis aurelianensis	14	3	5.79	17.77	11.98	1.09114776	0.8565509916	1.04458018361445	48.6	41.4	11.8	-0.5	2.9425
20153	Carnivora	Hyaenidae		Thalassictis	montadai	Thalassictis montadai	31000	NA	NA	Thalassictis montadai	18	5	2.62	12.02	9.4	4.39637922	3.4511576877	2.09675444914277	48.7	37.3	32.7	1.4	1.72571428571429
20331	Eulipotyphla	Dimylidae		Plesiodimylus	chantrei	Plesiodimylus chantrei	40	NA	NA	Plesiodimylus chantrei	74	10	8.55	16.8	8.25	3.8638656	3.033134496	1.96567179356066	51.2	38.4	24	-0.5	6.644
20340	Eulipotyphla	Erinaceidae	Galericinae	Galerix	exilis	Galerix exilis	105	NA	NA	Galerix exilis	135	8	7.4	16.8	9.4	17.78216004	13.9589956314	4.21688985390892	49.9	32.8	75.3	-9.1	4.255
20398	Eulipotyphla	Heterosoricidae		Dinosorex	zapfei	Dinosorex zapfei	NA	NA	NA	Dinosorex zapfei	27	7	13.15	16.8	3.65	22.25271168	17.4683786688	4.71727799477623	50.9	-3.5	35	1.8	4.8125
20454	Eulipotyphla	Talpidae		Talpa	minuta	Talpa minuta	16	NA	NA	Talpa minuta	48	9	12.15	18.35	6.2	2.37832263	1.86698326455	1.54218112749443	51.2	41.5	19.4	-0.5	5.345
20862	Artiodactyla	Moschidae		Micromeryx	flourensianus	Micromeryx flourensianus	9957	bra	L2220	Micromeryx flourensianus	67	8	7.45	15.7	8.25	4.59856683	3.60987496155	2.14442692344598	48.7	38.8	33.5	-4.2	4.05666666666667
20882	Artiodactyla	Cervidae		Euprox	furcatus	Euprox furcatus	44002	bra	L2220	Euprox furcatus	42	10	7.05	15.3	8.25	5.68306125	4.46120308125	2.38391720703551	50.7	38.4	33.6	-3.9	4.41666666666667
21322	Lagomorpha	Ochotonidae		Prolagus	oeningensis	Prolagus oeningensis	750	NA	NA	Prolagus oeningensis	159	12	17.95	18.35	0.4	6.40347012	5.0267240442	2.53050787787748	51.1	38.9	33.5	-9.1	13.832
23685	Rodentia	Sciuridae	Pteromyini	Miopetaurista	crusafonti	Miopetaurista crusafonti	NA	NA	NA	Miopetaurista crusafonti	10	3	3.77	12.02	8.25	0.94366539	0.74077733115	0.971424412911267	48.3	41.4	12.9	1.8	3.76
32118	Eulipotyphla	Erinaceidae		Parasorex	socialis	Parasorex socialis	76	NA	NA	Parasorex socialis	53	9	4.36	13.52	9.16	3.87014931	3.03806720835	1.9672695061938	49	38.9	22	-9.1	2.885
34296	Primates	Hominidae	Dryopithecini	Pierolapithecus	catalaunicus	Pierolapithecus catalaunicus	NA	bra	R2200	Pierolapithecus catalaunicus	1	1	0	11.98	11.98	0	0	0	41.5	41.5	1.8	1.8	0
85491	Artiodactyla	Suidae	Listriodontinae	Listriodon	splendens	Listriodon splendens	165200	bra	L2202	Listriodon splendens	89	11	3.97	13.72	9.75	24.87067776	19.5234820416	4.98705100836156	48.7	32.1	112.7	-8.9	1.86
86089	Primates	Hominidae	Sugrivapithecini	Sivapithecus	occidentalis	Sivapithecus occidentalis	NA	NA	NA	Sivapithecus occidentalis	2	1	0.46	12.44	11.98	0	0	0	41.5	41.5	1.8	1.8	0.23
21014	Artiodactyla	Bovidae		Maremmia	hauptii	Maremmia hauptii	50000	hyp	L2220	Maremmia hauptii	6	1	0.65	8	7.35	0.00542124	0.0042556734	0.0736290703458899	43.6	42.5	11.2	10.8	0
84845	Rodentia	Dinomyidae	NA	Scleromys	colombianus	Scleromys colombianus	NA	NA	NA	Scleromys colombianus	2	2	4.5	12.5	8	0.36667296	0.2878382736	0.605535267346172	3.3	-9.1	-72.7	-75.1	2.25
84921	Didelphimorphia	Didelphidae	Didelphinae	Didelphis	solimoensis	Didelphis solimoensis	NA	NA	NA	Didelphis solimoensis	1	1	0	8	8	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84930	Pilosa	Mylodontidae	NA	Octodontobradys	puruensis	Octodontobradys puruensis	NA	NA	NA	Octodontobradys puruensis	1	1	0	8	8	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84931	Pilosa	Mylodontidae	NA	Pseudoprepotherium	venezuelanum	Pseudoprepotherium venezuelanum	NA	NA	NA	Pseudoprepotherium venezuelanum	1	1	0	8	8	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84933	Pilosa	Mylodontidae	NA	Urumacotherium	campbelli	Urumacotherium campbelli	NA	NA	NA	Urumacotherium campbelli	1	1	0	8	8	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84934	Pilosa	Nothrotheriidae	NA	Mionothropus	cartellei	Mionothropus cartellei	NA	NA	NA	Mionothropus cartellei	1	1	0	8	8	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84935	Primates	Atelidae	NA	Solimoea	acrensis	Solimoea acrensis	NA	NA	NA	Solimoea acrensis	1	1	0	8	8	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84937	Primates	Cebidae	NA	Acrecebus	fraileyi	Acrecebus fraileyi	NA	NA	NA	Acrecebus fraileyi	1	1	0	8	8	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84939	Rodentia	Dinomyidae	NA	Eumegamys	paranensis	Eumegamys paranensis	NA	NA	NA	Eumegamys paranensis	1	1	0	8	8	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84941	Rodentia	Dinomyidae	Potamarchinae	Potamarchus	murinus	Potamarchus murinus	NA	NA	NA	Potamarchus murinus	2	2	4.8	12.8	8	0.01281384	0.0100588644	0.11319823320176	-9.1	-10.4	-72.7	-73.5	2.4
84942	Rodentia	Dinomyidae	Potamarchinae	Potamarchus	sigmodon	Potamarchus sigmodon	NA	NA	NA	Potamarchus sigmodon	1	1	0	8	8	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84944	Rodentia	Dinomyidae	NA	Telicomys	amazonensis	Telicomys amazonensis	NA	NA	NA	Telicomys amazonensis	1	1	0	8	8	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84945	Rodentia	Neoepiblemidae	NA	Neoepiblema	ambrosettianus	Neoepiblema ambrosettianus	NA	NA	NA	Neoepiblema ambrosettianus	1	1	0	8	8	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84946	Rodentia	Neoepiblemidae	NA	Neoepiblema	horridula	Neoepiblema horridula	NA	NA	NA	Neoepiblema horridula	1	1	0	8	8	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84947	Rodentia	Neoepiblemidae	NA	Phoberomys	bordasi	Phoberomys bordasi	NA	NA	NA	Phoberomys bordasi	1	1	0	8	8	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84948	Rodentia	Neoepiblemidae	NA	Phoberomys	burmeisteri	Phoberomys burmeisteri	275000	hys	NA	Phoberomys burmeisteri	1	1	0	8	8	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84949	Rodentia	Neoepiblemidae	NA	Phoberomys	minima	Phoberomys minima	NA	NA	NA	Phoberomys minima	1	1	0	8	8	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84950	Chiroptera	Noctilionidae	NA	Noctilio	lacrimaelunaris	Noctilio lacrimaelunaris	NA	NA	NA	Noctilio lacrimaelunaris	1	1	0	8	8	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84952	Notoungulata	Toxodontidae	NA	Gyrinodon	quassus	Gyrinodon quassus	NA	NA	NA	Gyrinodon quassus	1	1	0	8	8	0	0	0	-9.1	-9.1	-72.7	-72.7	0
84954	Notoungulata	Toxodontidae	NA	Trigodon	lopes	Trigodon lopes	NA	NA	NA	Trigodon lopes	1	1	0	8	8	0	0	0	-9.1	-9.1	-72.7	-72.7	0
20243	Perissodactyla	Rhinocerotidae		Lartetotherium	sansaniense	Lartetotherium sansaniense	687017	bra	L2212	Lartetotherium sansaniense	46	9	7.05	16.8	9.75	15.75510912	12.3677606592	3.96927060302016	48.7	26.5	48.6	-9	5.4075
20301	Artiodactyla	Suidae	Listriodontinae	Bunolistriodon	lockharti	Bunolistriodon lockharti	144032	bra	R2200	Bunolistriodon lockharti	52	7	4.78	16.8	12.02	15.6402774	12.277617759	3.95477905830402	48.5	26.5	48.6	-9.1	4.78
21779	Proboscidea	Gomphotheriidae		Gomphotherium	cooperi	Gomphotherium cooperi	2052906	bra	RMM00	Gomphotherium cooperi	2	2	1.55	18.35	16.8	0.6345315	0.4981072275	0.796574855239606	29	26.5	69.2	48.6	0.775000000000002
86108	Primates	Afropithecidae	Afropithecinae	Heliopithecus	leakeyi	Heliopithecus leakeyi	NA	NA	NA	Heliopithecus leakeyi	1	1	0	16.8	16.8	0	0	0	26.5	26.5	48.6	48.6	0
20605	Rodentia	Gliridae		Miodyromys	hamadryas	Miodyromys hamadryas	NA	NA	NA	Miodyromys hamadryas	30	9	7.8	18.35	10.55	4.52229984	3.5500053744	2.12656997063346	51.1	38.7	20.4	-9.2	5.11285714285714
23722	Rodentia	Gliridae		Pseudodryomys	ibericus	Pseudodryomys ibericus	NA	NA	NA	Pseudodryomys ibericus	164	6	8.83	22.35	13.52	3.18571776	2.5007884416	1.78485791031107	48.8	38.7	16.4	-9.2	3.21142857142857
24863	Rodentia	Gliridae		Microdyromys	praemurinus	Microdyromys praemurinus	NA	NA	NA	Microdyromys praemurinus	27	5	17.38	29.4	12.02	1.58953221	1.24778278485	1.260766516846	51.1	41.4	13.7	0.4	8.8825
22274	Lagomorpha	Ochotonidae		Ochotona	pusilla	Ochotona pusilla	200	hys	NA	Ochotona pusilla	30	12	4.27	4.28	0.01	16.9734096	13.324126536	4.11987980407196	57.8	41	84.2	2.2	0.365
23265	Rodentia	Muridae	Arvicolinae	Microtus	gregalis	Microtus gregalis	44	NA	NA	Microtus gregalis	56	11	3.95	3.96	0.01	30.03564096	23.5779781536	5.48047816891921	57	36.2	113.5	-3.7	0.05
