"SIDNUM"	"ORDER"	"FAMILY"	"SUBFAMILY"	"GENUS"	"SPECIES"	"genusspecies"	"BODYMASS"	"TCRWNHT"	"CROWNTYP"	"sp_now"	"no_loc"	"no_countries"	"sp_duration"	"max_mid_age"	"min_mid_age"	"sp_area_square"	"sp_area_el"	"sp_range_width"	"max_lat"	"min_lat"	"max_long"	"min_long"	"duration_peak"
28778	Artiodactyla	Suidae	Suinae	Kolpochoerus	heseloni	Kolpochoerus heseloni	296977	mes	R2200	Kolpochoerus heseloni	38	4	3.54	3.74	0.2	18.03363165	14.15640084525	4.24660236542109	36.7	-3.4	40.6	4.1	1.88333333333333
85544	Artiodactyla	Hippopotamidae	Hippopotaminae	Archaeopotamus	qeshta	Archaeopotamus qeshta	600000	bra	NA	Archaeopotamus qeshta	6	1	0	7.42	7.42	0.0012321	0.0009671985	0.035101282027869	24.1	24	53.3	52.3	0
22130	Rodentia	Muridae	Murinae	Apodemus	atavus	Apodemus atavus	NA	NA	NA	Apodemus atavus	19	7	4.15	5.23	1.08	20.37844116	15.9970763106	4.5142486816745	50.4	37.2	121.7	-3.6	3.57
21124	Carnivora	Canidae	Caninae	Canis	brevirostris	Canis brevirostris	NA	NA	NA	Canis brevirostris	10	3	1.55	3.75	2.2	57.45430152	45.1016266932	7.57986157657249	35.5	-26.1	103.5	27.8	0.775
28883	Lagomorpha	Leporidae		Lepus	capensis	Lepus capensis	4500	NA	NA	Lepus capensis	7	4	2.85	3.12	0.27	32.8428576	25.781643216	5.73086883465326	45.3	-33.1	36.2	2.2	0.562
28968	Primates	Galagidae	Kombinae	Komba	robustus	Komba robustus	NA	bra	NA	Komba robustus	4	1	3.29	20.09	16.8	0.00887112	0.0069638292	0.0941866232540481	0.4	-0.2	35.3	34.1	1.09666666666667
21999	Rodentia	Gliridae		Glis	sackdillingensis	Glis sackdillingensis	NA	NA	NA	Glis sackdillingensis	6	4	3.08	4.28	1.2	2.7771534	2.180065419	1.66647934280626	47.1	37.3	23.4	0.4	1.02
31090	Artiodactyla	Bovidae		Parabos	athanasiui	Parabos athanasiui	NA	hyp	L2220	Parabos athanasiui	3	1	1.26	4.28	3.02	0.00024642	0.0001934397	0.0156977705423414	46.1	45.9	25.6	25.5	0.756
20137	Carnivora	Felidae		Metailurus	parvulus	Metailurus parvulus	38000	NA	NA	Metailurus parvulus	18	6	3.17	9.37	6.2	21.16981899	16.61830790715	4.60106715773634	41	25.7	111.2	-1.1	1.25333333333333
25194	Artiodactyla	Suidae	Suinae	Sus	scrofa	Sus scrofa	124715	bra	R2200	Sus scrofa	188	33	2.14	2.15	0.01	116.85581388	91.7318138958	10.8099867659493	59.5	-8.1	133.1	-7.2	0.0275
21196	Carnivora	Canidae	Caninae	Vulpes	alopecoides	Vulpes alopecoides	11000	NA	NA	Vulpes alopecoides	27	9	2.62	3.02	0.4	7.94889315	6.23988112275	2.81937814952163	49.2	32.7	35.6	-3.5	0.7
80171	Carnivora	Viverravidae		Ictidopappus	mustelinus	Ictidopappus mustelinus	NA			Ictidopappus mustelinus	1	1	0	62.37	62.37	0	0	0	46.6	46.6	-112	-112	0
23145	Rodentia	Gliridae		Glirudinus	glirulus	Glirudinus glirulus	13	NA	NA	Glirudinus glirulus	15	4	9.8	30.4	20.6	1.330668	1.04457438	1.15354583784087	50.8	40.8	9.9	-0.9	3.93857142857143
20230	Perissodactyla	Rhinocerotidae		Alicornops	simorrensis	Alicornops simorrensis	735251	bra	L2212	Alicornops simorrensis	30	6	7.4	16.8	9.4	5.05395099	3.96735152715	2.24809941728563	49.2	37.1	29.2	-4.7	1.975
21743	Artiodactyla	Bovidae		Shaanxispira	chowi	Shaanxispira chowi	NA	mes	L2220	Shaanxispira chowi	3	1	1.17	9.4	8.23	0.172494	0.13540779	0.415323969931908	35.9	33.4	109.3	103.7	0.6525
34674	Chiroptera	Pteropodidae	NA	Rousettus	madagascariensis	Rousettus madagascariensis	NA	NA	NA	Rousettus madagascariensis	1	1	0	0.01	0.01	0	0	0	-25.2	-25.2	46.6	46.6	0
21052	Rodentia	Gliridae		Simplomys	simplicidens	Simplomys simplicidens	NA	NA	NA	Simplomys simplicidens	117	5	5.3	20.6	15.3	2.58888852	2.0322774882	1.60900233685349	49	38.7	11.2	-9.2	2.18888888888889
20614	Rodentia	Gliridae		Glis	vallesiensis	Glis vallesiensis	NA	NA	NA	Glis vallesiensis	6	5	1.47	12.02	10.55	2.78651736	2.1874161276	1.66928648230314	51.2	42.4	27.1	1.4	0.192499999999999
20746	Rodentia	Muridae	Murinae	Parapodemus	gaudryi	Parapodemus gaudryi	NA	NA	NA	Parapodemus gaudryi	11	3	1.8	8.25	6.45	2.8054917	2.2023109845	1.67496020848258	47	38	23.9	-1.4	0.6775
32337	Perissodactyla	Equidae		Sinohippus	robustus	Sinohippus robustus	784185	bra	L2212	Sinohippus robustus	1	1	0	8.25	8.25	0	0	0	35.4	35.4	103.2	103.2	0
21217	Artiodactyla	Bovidae	Antilopini	Gazella	borbonica	Gazella borbonica	36287	hyp	L2220	Gazella borbonica	16	5	3.32	4.28	0.96	3.6556407	2.8696779495	1.91197298621084	45.5	36.9	30.4	-4.1	1.6625
20224	Perissodactyla	Rhinocerotidae	Teleoceratini	Brachypotherium	brachypus	Brachypotherium brachypus	1611786	bra	L2212	Brachypotherium brachypus	49	8	5.42	16.8	11.38	5.14426392	4.0382471772	2.26809698205346	50.7	37.1	30.2	-0.5	1.076
80117	Carnivora	Viverravidae		Viverravus	gracilis	Viverravus gracilis	NA			Viverravus gracilis	10	1	6.05	55	48.95	0.3141855	0.2466356175	0.560522524079095	44.7	39.7	-104.8	-109.9	3.4075
23804	Lagomorpha	Ochotonidae		Lagopsis	spiracensis	Lagopsis spiracensis	NA	NA	NA	Lagopsis spiracensis	4	3	0.55	21.15	20.6	0.74480445	0.58467149325	0.863020538573677	46.6	40.1	6.6	-2.7	0.274999999999999
21056	Rodentia	Eomyidae		Ligerimys	florancei	Ligerimys florancei	NA	NA	NA	Ligerimys florancei	27	5	2.65	18.35	15.7	1.91160315	1.50060847275	1.38260737376885	50.1	39.4	13	-1.5	1.1
83228	Rodentia	Muridae	Arvicolinae	Ophiomys	taylori	Ophiomys taylori	NA	hyp	NA	Ophiomys taylori	1	1	0	3.77	3.77	0	0	0	33.1	33.1	-109.3	-109.3	0
20577	Rodentia	Muridae	Copemyinae	Democricetodon	brevis	Democricetodon brevis	24	NA	NA	Democricetodon brevis	35	8	2.97	13.52	10.55	3.6568728	2.870645148	1.91229516550139	51.2	40	28.3	1.8	1.63375
28940	Primates	Galagidae		Progalago	songhorensis	Progalago songhorensis	NA	bra	NA	Progalago songhorensis	6	1	3.25	20.05	16.8	0.00542124	0.0042556734	0.0736290703458899	0.4	0	35.2	34.1	0.722222222222221
25225	Carnivora	Felidae	Felinae	Panthera	leo	Panthera leo	156000	NA	NA	Panthera leo	71	21	3.96	3.96	0	210.097692	164.92668822	14.4947470485	67.9	-33.6	160	-8	0.2175
81818	Perissodactyla	Rhinocerotidae	Teleoceratinae	Teleoceras	medicornutum	Teleoceras medicornutum	1035207	hyp	L2212	Teleoceras medicornutum	12	1	3.04	15.38	12.34	4.19973606	3.2967928071	2.04932575741389	44.5	30.7	-95.1	-119.8	3.04
21202	Carnivora	Hyaenidae		Pliocrocuta	perrieri	Pliocrocuta perrieri	48640	NA	NA	Pliocrocuta perrieri	34	16	4.46	5.15	0.69	56.4967134	44.349920019	7.51642956462708	51.5	11.1	105.9	-7.6	2.0075
26930	Chiroptera	Vespertilionidae		Stehlinia	minor	Stehlinia minor	NA	NA	NA	Stehlinia minor	2	1	2.27	36.77	34.5	0.1379952	0.108326232	0.37147705178113	47.7	44.2	6.7	3.5	1.13500000000001
28539	Rodentia	Castoridae	Castoroidinae	Euroxenomys	minutus	Euroxenomys minutus	992	hyp	NA	Euroxenomys minutus	80	15	15.63	18.35	2.72	13.49987328	10.5974005248	3.67421736972651	51.7	38.9	76.5	-9.1	10.688
82001	Artiodactyla	Tayassuidae	Tayassuinae	Platygonus	bicalcaratus	Platygonus bicalcaratus	NA	bra	L2202	Platygonus bicalcaratus	11	1	1.56	3.77	2.21	3.51739908	2.7611582778	1.87547302833179	39.1	27.4	-81.6	-106	0.866666666666667
21299	Rodentia	Muridae	Cricetodontinae	Ruscinomys	schaubi	Ruscinomys schaubi	NA	NA	NA	Ruscinomys schaubi	36	2	1.15	7.35	6.2	0.76772151	0.60266138535	0.876197186710845	43.7	37	5.4	-3.9	0.14375
21286	Proboscidea	Gomphotheriidae		Tetralophodon	longirostris	Tetralophodon longirostris	4489000	bra	RMM00	Tetralophodon longirostris	52	10	8.06	12.02	3.96	7.3038888	5.733552708	2.7025707761315	50.2	38.2	45.7	-3.7	4.385
29798	Carnivora	Mustelidae	Melinae	Arctonyx	collaris	Arctonyx collaris	6356	NA	NA	Arctonyx collaris	24	5	1.45	1.48	0.03	10.300356	8.08577946	3.20941676944581	39.8	-0.2	119.9	99	0.47
33853	Rodentia	Ctenodactylidae		Sayimys	perplexus	Sayimys perplexus	NA	NA	NA	Sayimys perplexus	1	1	0	12.15	12.15	0	0	0	32.8	32.8	75.3	75.3	0
82825	Rodentia	Ischyromyidae	Paramyinae	Uintaparamys	bridgerensis	Uintaparamys bridgerensis	NA	bra	NA	Uintaparamys bridgerensis	6	1	3.92	50.59	46.67	0.16214436	0.1272833226	0.402671528668219	42.5	39.7	-104.8	-109.5	2.3675
26485	Rodentia	Theridomyidae		Archaeomys	helveticus	Archaeomys helveticus	1000	NA	NA	Archaeomys helveticus	4	2	0.65	24.21	23.56	0.30938031	0.24286354335	0.556219659846719	47.5	44.4	8.8	0.7	0.162500000000001
22701	Artiodactyla	Cervidae	Cervinae	Cervus	elaphus	Cervus elaphus	210223	mes	L2220	Cervus elaphus	237	34	3.03	3.04	0.01	74.11241673	58.17824713305	8.60885687707724	67.9	31.2	160	-3.9	0.16
23722	Rodentia	Gliridae		Pseudodryomys	ibericus	Pseudodryomys ibericus	NA	NA	NA	Pseudodryomys ibericus	102	6	7.05	22.35	15.3	3.18571776	2.5007884416	1.78485791031107	48.8	38.7	16.4	-9.2	1.46833333333333
84805	Sparassodonta	Hondadelphidae	NA	Hondadelphys	fieldsi	Hondadelphys fieldsi	NA	NA	NA	Hondadelphys fieldsi	1	1	0	12.5	12.5	0	0	0	3.3	3.3	-75.1	-75.1	0
25009	Rodentia	Gliridae		Microdyromys	legidensis	Microdyromys legidensis	NA	NA	NA	Microdyromys legidensis	58	6	13.66	24.21	10.55	3.38815179	2.65969915515	1.84069329058374	51.1	40.4	22	-3.7	4.8875
20611	Rodentia	Gliridae		Microdyromys	koenigswaldi	Microdyromys koenigswaldi	12	NA	NA	Microdyromys koenigswaldi	59	6	12.35	20.6	8.25	3.3611688	2.638517508	1.83334906659916	50.4	39.4	20	-4.8	5.2175
20775	Rodentia	Gliridae		Microdyromys	alter	Microdyromys alter	NA	NA	NA	Microdyromys alter	1	1	0	10.05	10.05	0	0	0	47	47	17.3	17.3	0
20129	Carnivora	Hyaenidae		Adcrocuta	eximia	Adcrocuta eximia	61235	NA	NA	Adcrocuta eximia	72	16	6.63	10.58	3.95	25.45912872	19.9854160452	5.04570398656124	52	33.6	111.2	-1.1	2.874
29842	Eulipotyphla	Talpidae	Talpinae	Scaptochirus	moschatus	Scaptochirus moschatus	NA	NA	NA	Scaptochirus moschatus	3	1	1.56	1.6	0.04	0.53534745	0.42024774825	0.731674415296859	39.7	34.2	115.9	108	0.45
24778	Rodentia	Muridae	Murinae	Castromys	inflatus	Castromys inflatus	NA	NA	NA	Castromys inflatus	4	1	0.09	6.29	6.2	0.09462528	0.0742808448	0.307612223424233	40.4	37.2	-0.8	-3.2	0.0179999999999998
83179	Rodentia	Muridae	Neotominae	Baiomys	brachygnathus	Baiomys brachygnathus	NA	bra	NA	Baiomys brachygnathus	3	1	0	2.21	2.21	0.03523806	0.0276618771	0.187718033230694	33.4	32.1	-109.9	-112.1	0
20235	Perissodactyla	Rhinocerotidae		Chilotherium	habereri	Chilotherium habereri	987057	mes	L2212	Chilotherium habereri	16	4	5.98	9.48	3.5	13.97090511	10.96716051135	3.73776739645473	47	34.1	114	26.1	3.8325
23934	Rodentia	Muridae	Arvicolinae	Terricola	arvalidens	Terricola arvalidens	NA	NA	NA	Terricola arvalidens	23	11	1.84	2.2	0.36	21.11634585	16.57633149225	4.59525253386579	52.9	37.8	110	-3.5	0.558
81350	Artiodactyla	Leptomerycidae		Leptomeryx	blacki	Leptomeryx blacki	NA	bra	L2220	Leptomeryx blacki	3	2	1.95	38.61	36.66	2.58038703	2.02560381855	1.60635831307962	54.5	36.6	-105.7	-117.4	1.3
20456	Eulipotyphla	Talpidae		Talpa	vallesensis	Talpa vallesensis	27	NA	NA	Talpa vallesensis	11	3	1.39	10.55	9.16	1.31440428	1.0318073598	1.14647471843037	49.9	41.5	14.1	1.4	0.622222222222222
20627	Rodentia	Gliridae		Eliomys	truci	Eliomys truci	NA	NA	NA	Eliomys truci	39	3	8.74	12.7	3.96	3.12140214	2.4503006799	1.76674903141335	47.3	36.7	20	-3.9	5.49
24715	Rodentia	Muridae	Megacricetodontinae	Megacricetodon	collongensis	Megacricetodon collongensis	NA	NA	NA	Megacricetodon collongensis	75	7	3.28	16.8	13.52	6.32116584	4.9621151844	2.51419288042903	50.9	38.8	33.5	-8.9	1.9725
81878	Cingulata	Pampatheriidae		Holmesina	septentriolalis	Holmesina septentriolalis	NA	hys	L2020	Holmesina septentriolalis	2	1	1.57	2.21	0.64	0	0	0	28.1	28.1	-81.6	-81.6	0.785
25450	Carnivora	Ursidae		Ursus	thibetanus	Ursus thibetanus	77500	NA	NA	Ursus thibetanus	51	8	2.71	2.72	0.01	69.34850208	54.4385741328	8.32757480182556	59.2	14.1	133.1	8.3	0.276666666666667
25466	Perissodactyla	Equidae	Equinae	Equus	caballus	Equus caballus	400000	hyp	L2320	Equus caballus	125	22	0.96	0.96	0	108.782109	85.393955565	10.4298662024016	75.3	21.3	160	-3.5	0.273333333333333
24032	Rodentia	Muridae	Melissiodontinae	Melissiodon	dominans	Melissiodon dominans	NA	NA	NA	Melissiodon dominans	34	5	5.03	20.6	15.57	2.4617358	1.932462603	1.56899196938671	50.5	39.4	16.8	-1.2	2.48
31640	Lagomorpha	Ochotonidae		Desmatolagus	moergenensis	Desmatolagus moergenensis	NA	NA	NA	Desmatolagus moergenensis	4	1	0	12.02	12.02	0.02772225	0.02176196625	0.1665	43.9	43	114.5	112	0
81578	Perissodactyla	Equidae	Anchitheriinae	Megahippus	mckennai	Megahippus mckennai	NA	bra	L2212	Megahippus mckennai	4	1	0	13.68	13.68	1.86441372	1.4635647702	1.36543535914374	42.8	35	-97.6	-117	0
20340	Eulipotyphla	Erinaceidae	Galericinae	Galerix	exilis	Galerix exilis	105	NA	NA	Galerix exilis	91	5	5.33	16.8	11.47	4.01566032	3.1522933512	2.00391125552006	49.9	38.7	20	-9.1	3.69
81661	Perissodactyla	Equidae	Equinae	Calippus	martini	Calippus martini	156000	hyp	L2323	Calippus martini	3	1	0.23	11.33	11.1	0.07934724	0.0622875834	0.281686421397979	28.5	28.1	-81.6	-97.7	0.115
24354	Carnivora	Hyaenidae	Hyaeninae	Crocuta	crocuta	Crocuta crocuta	62500	NA	NA	Crocuta crocuta	91	31	3.94	3.96	0.02	153.42047595	120.43507362075	12.3863019481199	54.4	-34.1	133.1	-7.6	0.398333333333333
23523	Rodentia	Muridae	Megacricetodontinae	Megacricetodon	sinensis	Megacricetodon sinensis	17	NA	NA	Megacricetodon sinensis	10	1	4.95	16.8	11.85	5.00922576	3.9322422216	2.23812996941643	46.4	33.2	118.3	87.5	1.70666666666667
22967	Artiodactyla	Bovidae	Antilopini	Gazella	pilgrimi	Gazella pilgrimi	18984	mes	L2220	Gazella pilgrimi	9	4	2.05	8.25	6.2	5.15559924	4.0471454034	2.27059446841571	47.2	34	48.1	16.4	1.925
20285	Perissodactyla	Equidae		Cremohipparion	moldavicum	Cremohipparion moldavicum	192117	hyp	L2320	Cremohipparion moldavicum	8	4	1.4	8.75	7.35	7.82580636	6.1432579926	2.79746427323031	50.8	37.4	75.6	28.2	0.31
34899	Rodentia	Muridae	Sigmodontinae	Sigmodon	medius	Sigmodon medius	NA	mes	NA	Sigmodon medius	12	1	3.2	5.41	2.21	5.72298129	4.49254031265	2.39227533741415	39.9	28.2	-81.8	-121.5	1.904
20207	Artiodactyla	Suidae	Suinae	Propotamochoerus	palaeochoerus	Propotamochoerus palaeochoerus	164557	bra	R2200	Propotamochoerus palaeochoerus	27	9	8.7	13.85	5.15	26.65081584	20.9208904344	5.16244281711672	49.6	32	121	-1.9	7.2425
26233	Proboscidea	Numidotheriidae		Phosphatherium	escuilliei	Phosphatherium escuilliei	NA	NA	NA	Phosphatherium escuilliei	1	1	0	55.18	55.18	0	0	0	32.8	32.8	-6.7	-6.7	0
24645	Rodentia	Eomyidae		Ligerimys	oberlii	Ligerimys oberlii	NA	NA	NA	Ligerimys oberlii	8	1	2.25	20.6	18.35	0.0073926	0.005803191	0.0859802302858046	47.3	47	9.1	7.1	0.625555555555554
35281	Proboscidea	Elephantidae	NA	Palaeoloxodon	jolensis	Palaeoloxodon jolensis	NA	hyp	LMM0M	Palaeoloxodon jolensis	2	2	0.26	0.45	0.19	13.92322284	10.9297299294	3.7313835021343	31	5.2	35.8	-8	0.13
80025	Creodonta	Oxyaenidae	Palaeonictinae	Ambloctonus	priscus	Ambloctonus priscus	NA			Ambloctonus priscus	1	1	0	55	55	0	0	0	44.7	44.7	-107	-107	0
20852	Artiodactyla	Tragulidae		Dorcatherium	guntianum	Dorcatherium guntianum	10000	bra	S2200	Dorcatherium guntianum	21	3	3.28	16.8	13.52	0.67420512	0.5292510192	0.821099945195468	48.5	43.7	11.5	0.1	1.504
33413	Perissodactyla	Chalicotheriidae		Tylocephalonyx	skinneri	Tylocephalonyx skinneri	1170177	bra	LM222	Tylocephalonyx skinneri	5	1	1.26	17.92	16.66	0.47411208	0.3721779828	0.688557971415625	44.8	41.1	-102.8	-113.2	0
85037	Rodentia	Caviidae	Hydrochoerinae	Caviodon	australis	Caviodon australis	NA	NA	NA	Caviodon australis	1	1	0	3.9	3.9	0	0	0	-38	-38	-57.6	-57.6	0
31499	Rodentia	Muridae	Murinae	Chardinomys	louisi	Chardinomys louisi	NA	NA	NA	Chardinomys louisi	2	1	0.13	3	2.87	0.12407247	0.09739688895	0.352239222688218	37	35.1	113	107.7	0.065
20312	Perissodactyla	Rhinocerotidae		Stephanorhinus	megarhinus	Stephanorhinus megarhinus	1719912	bra	L2212	Stephanorhinus megarhinus	18	10	5.57	6.2	0.63	5.15412072	4.0459847652	2.2702688651347	50.9	38.3	32.5	-0.7	1.51
34008	Perissodactyla	Rhinocerotidae	Rhinocerotinae	Plesiaceratherium	shanwangensis	Plesiaceratherium shanwangensis	NA	bra	L2212	Plesiaceratherium shanwangensis	2	1	0.7	16.8	16.1	0.1367631	0.1073590335	0.36981495372686	33.5	32	116.5	109.1	0.350000000000001
25309	Artiodactyla	Bovidae		Capra	caucasica	Capra caucasica	83000	hyp	L2220	Capra caucasica	11	3	0.48	0.49	0.01	0.58007268	0.4553570538	0.761625025849335	44	41.8	44.1	22.7	0.14
25034	Perissodactyla	Rhinocerotidae		Coelodonta	antiquitatis	Coelodonta antiquitatis	1837313	hyp	L2222	Coelodonta antiquitatis	141	18	2.14	2.15	0.01	85.8675132	67.405997862	9.26647253273866	71.2	33.2	179.7	-3.7	0.02
21341	Artiodactyla	Bovidae		Hesperidoceras	merlae	Hesperidoceras merlae	153000	mes	L2220	Hesperidoceras merlae	1	1	0	3.02	3.02	0	0	0	42.1	42.1	-2	-2	0
25297	Artiodactyla	Hippopotamidae		Hippopotamus	amphibius	Hippopotamus amphibius	2500000	mes	R2200	Hippopotamus amphibius	36	12	4.21	4.28	0.07	44.25875694	34.7431241979	6.65272552718057	54.3	-33.1	35.9	-5.2	0.594
83926	Dermoptera	Mixodectidae	NA	Mixodectes	malaris	Mixodectes malaris	NA	bra	NA	Mixodectes malaris	4	1	0.64	63.01	62.37	0.20526786	0.1611352701	0.45306496222948	41.1	36.2	-104.8	-108.2	0.128
20311	Perissodactyla	Rhinocerotidae	Rhinocerotinae	Plesiaceratherium	mirallesi	Plesiaceratherium mirallesi	830124	mes	L2212	Plesiaceratherium mirallesi	3	2	0.41	16.8	16.39	0.05445882	0.0427501737	0.233364136062078	44	41.4	1.9	0.2	0.204999999999998
25062	Artiodactyla	Bovidae		Bison	priscus	Bison priscus	1001594	hyp	L2220	Bison priscus	141	19	0.95	0.96	0.01	80.776476	63.40953366	8.98757342111874	75.5	35.5	160	-3.9	0.222
21522	Rodentia	Muridae	Gerbillinae	Pseudomeriones	abbreviatus	Pseudomeriones abbreviatus	50	hyp	NA	Pseudomeriones abbreviatus	20	6	7.54	9.4	1.86	20.29712256	15.9332412096	4.50523279753666	49.2	34.9	115.4	0.2	3.396
21222	Artiodactyla	Suidae	Suinae	Sus	arvernensis	Sus arvernensis	NA	bra	R2200	Sus arvernensis	16	8	2.95	5.15	2.2	5.54666778	4.3541342073	2.35513646738358	50.4	38.1	32.5	-4.1	1.8
82800	Rodentia	Eomyidae	Eomyinae	Comancheomys	rogersi	Comancheomys rogersi	NA	mes	NA	Comancheomys rogersi	1	1	0	7.23	7.23	0	0	0	35.7	35.7	-100.5	-100.5	0
25279	Carnivora	Felidae	Felinae	Panthera	tigris	Panthera tigris	162554	NA	NA	Panthera tigris	48	10	2.14	2.15	0.01	42.01461	32.98146885	6.48186778637146	54.5	-7.5	133.1	78.1	0.386
20668	Rodentia	Muridae	Murinae	Apodemus	dominans	Apodemus dominans	NA	NA	NA	Apodemus dominans	55	10	4.42	6.2	1.78	13.95427176	10.9541033316	3.73554169565807	50.5	34.9	69.4	-3.2	2.1
80875	Condylarthra	Phenacodontidae	Phenacodontinae	Copecion	brachypternus	Copecion brachypternus	NA	bra	R2200	Copecion brachypternus	8	1	1.95	55.2	53.25	0.32256378	0.2532125673	0.567946986962692	43.8	36.1	-104.8	-108.2	0.432000000000002
27971	Artiodactyla	Bovidae	Antilopini	Antidorcas	recki	Antidorcas recki	19645	bra	L2220	Antidorcas recki	28	4	2.06	3.02	0.96	6.468525	5.077792125	2.54332951070049	9.5	-28	40	26	0.165
20468	Rodentia	Eomyidae		Keramidomys	thaleri	Keramidomys thaleri	NA	NA	NA	Keramidomys thaleri	11	4	6.25	16.8	10.55	3.27689316	2.5723611306	1.81021909171238	51.2	40.3	33.5	9.1	5.352
21741	Artiodactyla	Giraffidae		Palaeotragus	microdon	Palaeotragus microdon	300406	bra	L2220	Palaeotragus microdon	13	1	1.41	7.04	5.63	4.2926364	3.369719574	2.07186785292885	41.9	28.9	112	85.2	0.605
80118	Carnivora	Viverravidae		Viverravus	acutus	Viverravus acutus	250			Viverravus acutus	12	1	4.55	57.14	52.59	0.2525805	0.1982756925	0.502573875166627	44.7	39.7	-104.8	-108.9	2.84555555555556
22265	Carnivora	Canidae	Caninae	Vulpes	vulpes	Vulpes vulpes	8000	NA	NA	Vulpes vulpes	128	27	1.28	1.29	0.01	54.779166	43.00164531	7.40129488670733	59.5	27	133.1	-3.7	0.048
22236	Rodentia	Muridae	Arvicolinae	Mimomys	stehlini	Mimomys stehlini	112	NA	NA	Mimomys stehlini	6	5	3	3.96	0.96	2.44842912	1.9220168592	1.5647457045795	50.2	43	30.8	3.2	1.43
83583	Cimolesta	Apatemyidae	Unuchiniinae	Unuchinia	dysmathes	Unuchinia dysmathes	NA	bra	NA	Unuchinia dysmathes	3	1	0.68	59.12	58.44	0.53276004	0.4182166314	0.729904130691148	46.8	42.2	-100.8	-110.2	0.453333333333333
29622	Carnivora	Ursidae	Ailuropodinae	Ailuropoda	melanoleuca	Ailuropoda melanoleuca	NA	NA	NA	Ailuropoda melanoleuca	27	4	1.52	1.53	0.01	5.48235216	4.3036464456	2.34144232472209	34.4	13.8	118.1	96.5	0.735
27928	Artiodactyla	Giraffidae	Sivatheriinae	Sivatherium	maurusium	Sivatherium maurusium	2648827	NA	L2220	Sivatherium maurusium	43	8	3.1	3.96	0.86	42.65628768	33.4851858288	6.53117812343225	36.7	-33.1	43	-6.6	0.9525
29859	Artiodactyla	Suidae	Suinae	Sus	lydekkeri	Sus lydekkeri	NA	bra	R2200	Sus lydekkeri	28	3	2.11	2.18	0.07	6.63633702	5.2095245607	2.57610889133204	42.3	14.1	121.7	102.6	1.25833333333333
24665	Rodentia	Muridae	Cricetinae	Apocricetus	angustidens	Apocricetus angustidens	NA	NA	NA	Apocricetus angustidens	3	2	1.19	5.15	3.96	0.21142836	0.1659712626	0.459813396934017	43.1	39.2	2.9	-1.5	0.4575
81134	Artiodactyla	Merycoidodontidae	Merychyinae	Merychyus	major	Merychyus major	NA	mes	L2220	Merychyus major	12	1	5.35	13.68	8.33	2.57706036	2.0229923826	1.60532250965343	43.8	35.5	-96.7	-121.9	1.3175
28777	Artiodactyla	Bovidae	Tragelaphini	Tragelaphus	gaudryi	Tragelaphus gaudryi	NA	bra	L2220	Tragelaphus gaudryi	9	3	2.67	3.96	1.29	15.52556889	12.18757157865	3.94024985121502	35.4	0.3	40	4.1	1.602
23289	Rodentia	Sciuridae		Palaeosciurus	feignouxi	Palaeosciurus feignouxi	NA	NA	NA	Palaeosciurus feignouxi	17	5	4.78	23.13	18.35	3.5866431	2.8155148335	1.89384347294068	48.4	40.2	33.4	-2.1	3.83833333333333
23146	Rodentia	Sciuridae		Heteroxerus	paulhiacensis	Heteroxerus paulhiacensis	NA	NA	NA	Heteroxerus paulhiacensis	20	3	12.05	30.4	18.35	0.9166824	0.719595684	0.957435324186444	48.4	42.2	9.9	-2.1	4.146
24745	Carnivora	Procyonidae		Stromeriella	franconica	Stromeriella franconica	1629	NA	NA	Stromeriella franconica	9	3	0	18.35	18.35	1.5191793	1.1925557505	1.23254991785323	50.5	41.5	13.7	0	0
23452	Artiodactyla	Cervidae	Odocoileinae	Procapreolus	jinensis	Procapreolus jinensis	NA	NA	L2220	Procapreolus jinensis	3	1	2.25	6.2	3.95	0	0	0	37	37	113	112.9	0.75
23718	Rodentia	Gliridae		Vasseuromys	autolensis	Vasseuromys autolensis	NA	NA	NA	Vasseuromys autolensis	5	1	1.75	22.35	20.6	0.02513484	0.0197308494	0.158539711113651	42.2	41.6	0.2	-3.2	1.45833333333333
20967	Artiodactyla	Bovidae	Antilopini	Prostrepsiceros	rotundicornis	Prostrepsiceros rotundicornis	35000	mes	L2220	Prostrepsiceros rotundicornis	9	3	1.42	8.75	7.33	1.96791012	1.5448094442	1.40282219828459	40.6	34	48.1	23.9	0.556
24122	Carnivora	Phocidae		Phoca	pontica	Phoca pontica	NA	NA	NA	Phoca pontica	2	2	1.3	11.85	10.55	0.27204768	0.2135574288	0.5215819015265	47	45.4	42.7	28.9	0.649999999999999
34017	Artiodactyla	Bovidae	Antilopini	Gazella	baturra	Gazella baturra	NA	mes	L2220	Gazella baturra	1	1	0	5.15	5.15	0	0	0	40.4	40.4	-1.1	-1.1	0
29372	Proboscidea	Mammutidae		Zygolophodon	pyrenaicus	Zygolophodon pyrenaicus	NA	bra	L3303	Zygolophodon pyrenaicus	2	1	7.95	15.3	7.35	0.00591408	0.0046425528	0.0769030558560582	40.4	40.2	-1.1	-3.5	3.975
20673	Rodentia	Muridae	Megacricetodontinae	Megacricetodon	minor	Megacricetodon minor	11	NA	NA	Megacricetodon minor	80	9	6.25	16.8	10.55	4.18716864	3.2869273824	2.0462572272322	49	39.4	30.2	-5.2	2.46444444444444
