"SIDNUM"	"ORDER"	"FAMILY"	"SUBFAMILY"	"GENUS"	"SPECIES"	"genusspecies"	"BODYMASS"	"TCRWNHT"	"CROWNTYP"	"sp_now"	"no_loc"	"no_countries"	"sp_duration"	"max_mid_age"	"min_mid_age"	"sp_area_square"	"sp_area_el"	"sp_range_width"	"sp_area_chull"	"sp_area_geosphere"	"max_lat"	"min_lat"	"max_long"	"min_long"	"duration_peak"
28246	Artiodactyla	Bovidae	Bovini	Ugandax	sp.	Ugandax	NA	NA	L2220	Ugandax	23	3	3.94	6.14	2.2	1.84913568	1.4515715088	1.35982928340288	0.417312270000001	0.415874030714559	11.3	-11.1	40.7	34	0.958
28723	Rodentia	Muridae	Murinae	Arvicanthis	indet.	Arvicanthis	NA	NA	NA	Arvicanthis	18	6	5.56	6.2	0.64	27.4413312	21.541444992	5.23844740357293	15.299293725	13.9998165817306	40.5	-3	69.9	18.7	2.22714285714286
28740	Rodentia	Muridae	Murinae	Golunda	indet.	Golunda	NA	NA	NA	Golunda	10	3	2.95	4.47	1.52	28.94276826	22.7200730841	5.37984834916376	14.54087457	15.8744375201161	33.1	4.9	76.8	-6.5	1.48
28835	Rodentia	Muridae		Oenomys	indet.	Oenomys	NA	NA	NA	Oenomys	4	2	2.93	4.4	1.47	0.8316675	0.6528589875	0.911958058246102	0.194363775	0.192283223533798	10.5	-3	40.4	35.4	1.465
29173	Chiroptera	Megadermatidae		Cardioderma	indet.	Cardioderma	NA	NA	NA	Cardioderma	1	1	0	4.4	4.4	0	0	0	0	0	10.5	10.5	40.4	40.4	0
31813	Artiodactyla	Bovidae		Damalops	indet.	Damalops	NA	hyp	L2220	Damalops	10	4	2.85	4.4	1.55	19.68205824	15.4504157184	4.43644657806222	4.000936725	3.47888699734468	38.4	-3.2	73.6	35.2	1.2775
85289	Chiroptera	Emballonuridae	NA	Coleura	indet.	Coleura	NA	NA	NA	Coleura	4	1	2.21	4.4	2.19	0.31985316	0.2510847306	0.565555620606851	0.0150316200000002	0.0149177168380503	10.5	4.6	40.4	36	0.914
22900	Proboscidea	Gomphotheriidae		Platybelodon	danovi	Platybelodon	NA	bra	RMM00	Platybelodon	33	6	9.49	18.89	9.4	18.2757393	14.3464553505	4.27501336840015	11.582664075	4.41648702025769	47.4	31.1	118.1	27.1	4.174
22461	Eulipotyphla	Soricidae		Blarinoides	indet.	Blarinoides	NA	NA	NA	Blarinoides	39	12	5.24	6.2	0.96	4.72682844	3.7105603254	2.17412705240517	2.652033645	1.75538859879457	51.1	37.2	24.4	-3.2	2.5575
25522	Rodentia	Muridae	Arvicolinae	Lemmus	lemmus	Lemmus	76	NA	NA	Lemmus	33	9	2.19	2.2	0.01	17.22783825	13.52385302625	4.15064311281999	8.97985282500001	0.133564133086852	55	43.1	110	-7.5	0.863333333333333
22554	Artiodactyla	Bovidae		Parabos	indet.	Parabos	NA	hyp	L2220	Parabos	20	6	3.5	6.22	2.72	3.7850112	2.971233792	1.94551052425835	2.317764915	1.61133931011931	46.6	37	28.1	-3.9	2.205
23608	Carnivora	Ailuridae	Simocyoninae	Simocyon	indet.	Simocyon	NA	NA	NA	Simocyon	18	10	4.47	10.55	6.08	72.34139619	56.78799600915	8.50537454730831	36.0869769	30.9442887488081	49.8	-1.3	111.2	-3.7	1.954
33760	Artiodactyla	Bovidae		Phronetragus	arcnethensis	Phronetragus	NA	mes	L2220	Phronetragus	2	1	2.75	8.95	6.2	0.0036963	0.0029015955	0.0607972038830734	0	0	42.1	41.9	45	43.5	1.375
20310	Perissodactyla	Rhinocerotidae		Hispanotherium	matritense	Hispanotherium	1160452	hyp	L2222	Hispanotherium	46	6	4.95	16.8	11.85	20.02482846	15.7194903411	4.4749110002323	13.41005319	15.374542795258	47.4	34.1	113.1	-9.1	2.5175
23169	Artiodactyla	Suidae	Hyotheriinae	Hyotherium	major	Hyotherium	59521	bra	R2200	Hyotherium	97	12	10.5	22.35	11.85	47.71110114	37.4532143949	6.90732228435882	22.843134	11.1894337631344	51.2	20.9	118.7	-9.1	6.61
24547	Artiodactyla	Cainotheriidae		Cainotherium	miocaenicum	Cainotherium	1065	bra	S2300	Cainotherium	156	5	16.88	30.4	13.52	3.14727624	2.4706118484	1.77405643653183	1.42381476	1.02614973905867	51.1	38.7	11.2	-9.4	4.867
22078	Rodentia	Muridae	Arvicolinae	Germanomys	weileri	Germanomys	NA	NA	NA	Germanomys	17	7	3.39	4.35	0.96	18.83806974	14.7878847459	4.34028452293165	7.904845575	0.718241836146881	50.4	37	114.5	0.4	2.19166666666667
20135	Carnivora	Felidae	Machairodontinae	Amphimachairodus	giganteus	Amphimachairodus	210000	NA	NA	Amphimachairodus	55	14	6.07	10.35	4.28	101.93631498	80.0200072593	10.0963515677694	68.407732125	70.0653703538458	52	16.2	112.9	-118.2	1.9225
20137	Carnivora	Felidae		Metailurus	parvulus	Metailurus	38000	NA	NA	Metailurus	65	12	10.55	12.02	1.47	70.63432164	55.4479424874	8.40442274281821	42.27766335	37.9558518873819	47.2	-3	113.1	-1.1	5.6975
20159	Carnivora	Mustelidae	Lutrinae	Sivaonyx	lehmani	Sivaonyx	NA	NA	NA	Sivaonyx	18	9	6.59	10.55	3.96	102.2729247	80.2842458895	10.1130076980095	58.162204575	59.6373739164764	49.2	-31	102.4	-1.1	2.24857142857143
20527	Carnivora	Hyaenidae		Lycyaena	indet.	Lycyaena	NA	NA	NA	Lycyaena	20	8	4.25	9.4	5.15	41.78617866	32.8021502481	6.46422297418646	24.5520567	19.4548458773714	46.5	16.3	111.2	-1.1	1.67714285714286
21286	Proboscidea	Gomphotheriidae		Tetralophodon	longirostris	Tetralophodon	4489000	bra	RMM00	Tetralophodon	99	22	9.89	13.85	3.96	132.60045015	104.09135336775	11.5152268822633	76.432892265	50.4658501263154	50.2	1.7	121	-100.9	5.7175
21289	Artiodactyla	Bovidae		Hispanodorcas	indet.	Hispanodorcas	NA	bra	L2220	Hispanodorcas	11	3	3.07	7.35	4.28	4.54866678	3.5707034223	2.13276036628591	1.763689545	1.41955040087048	50.8	38.2	28.2	-1.1	2.533
21351	Artiodactyla	Cervidae		Pliocervus	matheroni	Pliocervus	NA	mes	L2220	Pliocervus	24	6	3.1	8.25	5.15	12.9099438	10.134305883	3.59304102397955	4.63922613000001	3.40210206970075	50.3	37.3	79.2	-1.4	1.3375
22183	Lagomorpha	Leporidae	Leporinae	Alilepus	turoliensis	Alilepus	NA	hyp	NA	Alilepus	49	13	13.07	13.68	0.61	149.0619222	117.013608927	12.209091784404	90.29950011	70.5385437951616	53.1	2.9	118.1	-122.9	4.124
25773	Carnivora	Amphicyonidae	Amphicyoninae	Ysengrinia	ginsburgi	Ysengrinia	NA	NA	NA	Ysengrinia	15	5	8.26	23.56	15.3	117.26832096	92.0556319536	10.8290498641386	52.34120973	45.3605188608863	48.1	-30.3	17.3	-104.1	1.405
25774	Carnivora	Mustelidae		Namibictis	senuti	Namibictis	NA	NA	NA	Namibictis	1	1	0	15.3	15.3	0	0	0	0	0	-28.5	-28.5	16.7	16.7	0
25775	Carnivora	Stenoplesictidae		Africanictis	meini	Africanictis	NA	NA	NA	Africanictis	2	1	0	15.3	15.3	0	0	0	0	0	-28.5	-28.5	16.7	16.7	0
25777	Carnivora	Felidae		Diamantofelis	ferox	Diamantofelis	24547	NA	NA	Diamantofelis	1	1	0	15.3	15.3	0	0	0	0	0	-28.5	-28.5	16.7	16.7	0
25847	Artiodactyla			Orangemeryx	hendeyi	Orangemeryx	NA	bra	L2220	Orangemeryx	1	1	0	15.3	15.3	0	0	0	0	0	-28.5	-28.5	16.7	16.7	0
28311	Perissodactyla	Rhinocerotidae		Chilotheridium	pattersoni	Chilotheridium	1009604	hyp	L2212	Chilotheridium	20	7	12.9	19.1	6.2	82.7909595	64.9909032075	9.0989537585373	28.36158669	31.5277690253876	47	-28.5	105.7	16.7	6.475
28971	Macroscelidea	Macroscelididae		Myohyrax	oswaldi	Myohyrax	329	NA	NA	Myohyrax	16	3	4.75	20.05	15.3	6.86600046	5.3898103611	2.62030541349668	0.815588595	0.84827197744974	1.3	-28.5	35.2	16.5	2.9
29317	Hyracoidea	Pliohyracidae		Prohyrax	hendeyi	Prohyrax	NA	mes	R2201	Prohyrax	6	4	5.58	19.1	13.52	15.44498955	12.12431679675	3.93001139311326	7.026851115	7.1551334147568	40	-28.5	34.8	16.5	3.0475
29335	Afrosoricida	Chrysochloridae		Prochrysochloris	miocaenicus	Prochrysochloris	NA	NA	NA	Prochrysochloris	6	2	4.79	20.09	15.3	6.5313621	5.1271192485	2.55565296939941	0.040412879999999	0.0398817790504414	0	-28.5	35.3	16.7	3.41571428571428
29337	Afrosoricida	Tenrecidae		Protenrec	butleri	Protenrec	NA	NA	NA	Protenrec	5	2	4.79	20.09	15.3	6.62303034	5.1990788169	2.57352488622123	0.261574829999999	0.266416243057761	0.4	-28.5	35.3	16.7	2.216
29339	Rodentia	Muridae	Afrocricetodontinae	Protarsomys	lavocati	Protarsomys	NA	NA	NA	Protarsomys	2	2	4.79	20.09	15.3	6.48552798	5.0911394643	2.54666997861914	0	0	-0.2	-28.5	35.3	16.7	2.395
29343	Rodentia	Bathyergidae		Geofossor	corvinusae	Geofossor	NA	NA	NA	Geofossor	1	1	0	15.3	15.3	0	0	0	0	0	-28.5	-28.5	16.7	16.7	0
29344	Lagomorpha	Ochotonidae		Austrolagomys	henedeyi	Austrolagomys	NA	NA	NA	Austrolagomys	2	2	0.41	15.3	14.89	17.30459808	13.5841094928	4.15987957518003	0	0	32.3	-28.5	16.7	-6.4	0.205
29345	Carnivora	Viverridae		Orangictis	gariepensis	Orangictis	NA	NA	NA	Orangictis	1	1	0	15.3	15.3	0	0	0	0	0	-28.5	-28.5	16.7	16.7	0
29347	Carnivora	Felidae		Namafelis	minor	Namafelis	12941	NA	NA	Namafelis	1	1	0	15.3	15.3	0	0	0	0	0	-28.5	-28.5	16.7	16.7	0
29348	Proboscidea	Gomphotheriidae		Afromastodon	coppensi	Afromastodon	NA	bra	RMM00	Afromastodon	1	1	0	15.3	15.3	0	0	0	0	0	-28.5	-28.5	16.7	16.7	0
29350	Artiodactyla	Suidae	Cainochoerinae	Albanohyus	indet.	Albanohyus	NA	bra	R2200	Albanohyus	21	7	6.25	16.8	10.55	35.91029376	28.1895806016	5.99251981723882	18.716276655	17.7031642769724	50.7	-28.5	35.4	-1.4	2.68
29352	Artiodactyla	Bovidae		Namacerus	gariepensis	Namacerus	NA	NA	L2220	Namacerus	1	1	0	15.3	15.3	0	0	0	0	0	-28.5	-28.5	16.7	16.7	0
29354	Macroscelidea	Macroscelididae		Miorhynchocyon	gariepensis	Miorhynchocyon	NA	NA	NA	Miorhynchocyon	17	2	9.79	20.09	10.3	7.20889389	5.65898170365	2.68493834007413	0.354167144999999	0.37856343536676	1.2	-28.5	36.4	16.7	2.5
84881	Sparassodonta	incertae sedis	NA	Lycopsis	viverensis	Lycopsis	NA	NA	NA	Lycopsis	4	2	7.75	17	9.25	9.3922983	7.3729541655	3.06468567719432	4.12827426	3.85012599907535	11.9	-51.1	-63	-75.1	4.3
84882	Sparassodonta	Incertae sedis	NA	Pseudolycopsis	cabrerai	Pseudolycopsis	NA	NA	NA	Pseudolycopsis	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84883	Sparassodonta	Hathliacynidae	NA	Chasicostylus	castroi	Chasicostylus	NA	NA	NA	Chasicostylus	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84884	Paucituberculata	Caenolestidae	NA	Pliolestes	tripotamicus	Pliolestes	NA	NA	NA	Pliolestes	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84885	Cingulata	Dasypodidae	NA	Chasicotatus	ameghinoi	Chasicotatus	NA	NA	NA	Chasicotatus	3	1	3.9	9.25	5.35	0.57181761	0.44887682385	0.756186227063149	0.0538427700000001	0.0415958715551835	-26.9	-38.8	-62.2	-66.1	0.45
84886	Cingulata	Dasypodidae	NA	Proeuphractus	indet.	Proeuphractus	NA	NA	NA	Proeuphractus	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84890	Cingulata	Peltephilidae	NA	Epipeltephilus	kanti	Epipeltephilus	NA	NA	NA	Epipeltephilus	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84891	Pilosa	Megalonychidae	NA	Protomegalonyx	chasicoensis	Protomegalonyx	150000	NA	NA	Protomegalonyx	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84892	Pilosa	Megatheriidae	NA	Anisodontherium	halmyronomum	Anisodontherium	NA	NA	NA	Anisodontherium	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84893	Pilosa	Mylodontidae	NA	Octomylodon	robertoscagliai	Octomylodon	NA	NA	NA	Octomylodon	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84894	Pilosa	Nothrotheriidae	NA	Chasicobradys	intermedius	Chasicobradys	NA	NA	NA	Chasicobradys	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84896	Rodentia	Caviidae	Hydrochoerinae	Allocavia	chasicoense	Allocavia	NA	NA	NA	Allocavia	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84898	Rodentia	Caviidae	Dolichotiinae	Orthomyctera	indet.	Orthomyctera	NA	NA	NA	Orthomyctera	5	1	3.9	9.25	5.35	0.65597004	0.5149364814	0.809919773804789	0.0941940449999998	0.0734203074066519	-26.9	-39	-61.7	-66.1	0.45
84899	Rodentia	Caviidae	Hydrochoerinae	Procardiomys	martinoi	Procardiomys	NA	NA	NA	Procardiomys	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84901	Rodentia	Ctenomyidae	NA	Chasichimys	scagliai	Chasichimys	NA	NA	NA	Chasichimys	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84902	Rodentia	Ctenomyidae	NA	Chasicomys	octodontiformes	Chasicomys	NA	NA	NA	Chasicomys	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84903	Rodentia	Dinomyidae	NA	Carlesia	pendolai	Carlesia	NA	NA	NA	Carlesia	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84905	Rodentia	Echimyidae	NA	Thrichomys	primitiva	Thrichomys	NA	NA	NA	Thrichomys	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84907	Litopterna	Macraucheniidae	NA	Paranauchenia	hystata	Paranauchenia	NA	NA	NA	Paranauchenia	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84908	Litopterna	Proterotheriidae	NA	Neobrachytherium	ullumense	Neobrachytherium	35000	bra	NA	Neobrachytherium	3	1	3	9.25	6.25	0.44688267	0.35080289595	0.668492834666161	0	0	-26.9	-38.6	-63	-66.1	1
84909	Notoungulata	Homalodotheriidae	NA	Chasicotherium	rothi	Chasicotherium	407500	NA	NA	Chasicotherium	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84910	Notoungulata	Toxodontidae	NA	Hemixotodon	chasicoensis	Hemixotodon	NA	NA	NA	Hemixotodon	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84911	Notoungulata	Toxodontidae	NA	Ocnerotherium	intermedium	Ocnerotherium	NA	NA	NA	Ocnerotherium	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84912	Notoungulata	Toxodontidae	NA	Paratrigodon	euguii	Paratrigodon	NA	NA	NA	Paratrigodon	2	2	3.5	12.75	9.25	0.49086864	0.3853318824	0.700620182409842	0	0	-22	-38.6	-63	-65.4	1.75
84913	Notoungulata	Toxodontidae	NA	Pisanodon	nazari	Pisanodon	NA	NA	NA	Pisanodon	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
84916	Notoungulata	Hegetotheriidae	NA	Paedotherium	minor	Paedotherium	NA	NA	NA	Paedotherium	9	1	5.35	9.25	3.9	0.0665334	0.052228719	0.257940690857414	0.01811187	0.013684819847627	-38	-39	-57.6	-63	1.22142857142857
84917	Notoungulata	Hegetotheriidae	NA	Tremacyllus	indet.	Tremacyllus	NA	NA	NA	Tremacyllus	6	1	5.35	9.25	3.9	1.26721485	0.99476365725	1.12570637823546	0.418790789999999	0.329710794929604	-26.9	-39	-57.6	-66.1	1.575
84920	Notoungulata	Mesotheriidae	NA	Typotheriopsis	chasicoensis	Typotheriopsis	26500	hyp	NA	Typotheriopsis	2	1	3	9.25	6.25	0.44688267	0.35080289595	0.668492834666161	0	0	-26.9	-38.6	-63	-66.1	1.5
85661	Rodentia	Octodontidae		Metacaremys	primitiva	Metacaremys	NA	NA	NA	Metacaremys	1	1	0	9.25	9.25	0	0	0	0	0	-38.6	-38.6	-63	-63	0
20014	Carnivora	Barbourofelidae		Albanosmilus	jourdani	Albanosmilus	80000	NA	NA	Albanosmilus	23	5	5.25	15	9.75	2.35281816	1.8469622556	1.53388987870707	0.725891715000001	0.494426053189979	48.7	41	20.6	-4.2	0.966000000000001
20001	Carnivora	Amphicyonidae	Amphicyoninae	Pseudocyon	sansaniensis	Pseudocyon	117583	NA	NA	Pseudocyon	41	9	8.77	18.35	9.58	35.75246175	28.06568247375	5.97933622988372	15.654384945	10.3743666647409	51.7	35.8	76.5	-106	4.91
20064	Carnivora	Mustelidae	Ischyrictini	Hoplictis	noueli	Hoplictis	NA	NA	NA	Hoplictis	11	3	7.22	16.8	9.58	31.71893598	24.8993647443	5.63195667419415	16.074038205	18.9776054098021	49	29.6	11.2	-121.5	3.61
20067	Carnivora	Semantoridae		Potamotherium	miocenicum	Potamotherium	5000	NA	NA	Potamotherium	19	5	9.61	23.13	13.52	11.8762119	9.3228263415	3.44618802446994	3.55731911999998	3.23036254053533	50.9	42.8	17	-102	2.002
20068	Carnivora	Barbourofelidae		Prosansanosmilus	peregrinus	Prosansanosmilus	40000	NA	NA	Prosansanosmilus	9	3	1.5	16.8	15.3	1.57314528	1.2349190448	1.25425088399411	0.671432894999999	0.44199984374048	49	39.4	11.8	-1.5	1.125
20070	Carnivora	Amphicyonidae	Amphicyoninae	Cynelos	schlosseri	Cynelos	17835	NA	NA	Cynelos	92	9	12.64	26.32	13.68	132.216651	103.790071035	11.4985499520592	72.612889425	30.687429478015	51.1	0	88.5	-121.5	5.91166666666667
20918	Artiodactyla	Hoplitomerycidae		Amphimoschus	artenensis	Amphimoschus	25000	bra	L2220	Amphimoschus	41	6	8.83	22.35	13.52	25.63162272	20.1208238352	5.06276828622445	8.26135371	5.89356953443806	50.9	33.3	118.2	0	2.10428571428572
24541	Artiodactyla	Anthracotheriidae	Bothriodontinae	Brachyodus	onoideus	Brachyodus	869880	bra	S2300	Brachyodus	79	12	6.85	21.74	14.89	117.18564705	91.99073293425	10.8252319628727	57.50654256	43.6933738474913	53.2	-28.3	107.6	-9.1	2.762
25031	Perissodactyla	Rhinocerotidae		Diaceratherium	aurelianense	Diaceratherium	NA	bra	L2212	Diaceratherium	83	8	11.02	26.32	15.3	29.53405305	23.18423164425	5.43452417880351	16.65577422	2.41337059240392	51.1	32	116.5	-9	3.69285714285714
25474	Artiodactyla	Moschidae		Amphitragulus	aurelianensis	Amphitragulus	NA	bra	L2220	Amphitragulus	69	7	8.91	24.21	15.3	17.9159661	14.0640333885	4.23272561123444	7.07761363499998	2.85983707952823	53.2	40.1	107.6	-3.4	2.96833333333333
30999	Carnivora	Amphicyonidae		Ictiocyon	socialis	Ictiocyon	NA	NA	NA	Ictiocyon	4	4	4.6	21.4	16.8	16.22786589	12.73887472365	4.02838254017664	5.34029103	1.71785444150183	48.9	36	104	1.9	2.6875
21268	Carnivora	Mustelidae		Iberictis	azanzae	Iberictis	22000	NA	NA	Iberictis	3	2	1.23	16.8	15.57	0.10978011	0.08617738635	0.331330816556504	0.052425855	0.0394302577509285	43.9	41.2	1.8	-1.5	0.922499999999999
21272	Proboscidea	Gomphotheriidae	Amebelodontinae	Archaeobelodon	filholi	Archaeobelodon	2220000	bra	R3300	Archaeobelodon	36	4	8.07	20.09	12.02	58.35977181	45.81242087085	7.63935676677036	24.604482555	29.4557614388507	47.5	-0.2	97.8	-1.5	5.448
24616	Rodentia	Gliridae		Praearmantomys	crusafonti	Praearmantomys	NA	NA	NA	Praearmantomys	14	2	3.8	20.6	16.8	0.26588718	0.2087214363	0.51564249243056	0.104358870000001	0.080341832447609	41.3	38.7	-0.8	-9.1	0.387499999999999
82364	Carnivora	Barbourofelidae	NA	Afrosmilus	hispanicus	Afrosmilus	NA	NA	NA	Afrosmilus	5	2	3.25	20.05	16.8	18.83289492	14.7838225122	4.33968834364865	1.126817055	1.07767785277343	41.2	0	35.6	-1.5	0.875
85409	Artiodactyla	Hippopotamidae	Hippopotaminae	Archaeopotamus	harvardi	Archaeopotamus	1350967	NA	R2200	Archaeopotamus	29	5	3	7.42	4.42	13.614705	10.687543425	3.68981097076801	6.35307723	6.03042255467933	30	-4	53.3	20.8	1.6525
25001	Chiroptera	Emballonuridae	Taphozoinae	Taphozous	indet.	Taphozous	NA	NA	NA	Taphozous	10	4	23.98	26.32	2.34	54.4317138	42.728895333	7.37778515545147	21.355065225	26.9718412260903	44.2	-0.2	98.9	-0.6	19.584
27339	Primates	Hominidae	Hominini	Australopithecus	anamensis	Australopithecus	NA	bra	R2200	Australopithecus	50	5	3.14	5.15	2.01	11.76458364	9.2351981574	3.4299538830719	6.550028415	6.58361682193541	16.3	-27.5	40.7	18.9	1.414
28814	Rodentia	Muridae	Murinae	Lemniscomys	striatus	Lemniscomys	44	NA	NA	Lemniscomys	8	3	4.79	6.08	1.29	6.74808849	5.29724946465	2.59770831503462	0.548838945	0.526901695387438	10.3	-28	40.3	26	2.232
32783	Rodentia	Muridae		Uranomys	indet.	Uranomys	NA	NA	NA	Uranomys	2	2	2.93	3.89	0.96	8.4497418	6.633047313	2.90684395866032	0	0	10.2	-15.2	40.3	13.3	1.465
32779	Hyracoidea	Procaviidae		Procavia	indet.	Procavia	4000	NA	NA	Procavia	23	5	5.7	5.7	0	14.35113117	11.26563796845	3.7882886862012	5.57722386	5.39529782545695	10.3	-33	40.2	13.3	3.688
28619	Rodentia	Gliridae		Ramys	indet.	Ramys	NA	NA	NA	Ramys	10	4	7.32	15.57	8.25	3.87815796	3.0443539986	1.96930392778768	2.68918146	1.83281492131617	46.6	38	31.8	-4.8	1.4375
84367	Carnivora	Desmatophocidae	NA	Megagomphos	sinanoensis	Megagomphos	NA	NA	NA	Megagomphos	1	1	0	12.73	12.73	0	0	0	0	0	38.2	38.2	137.9	137.9	0
84349	Carnivora	Odobenidae	NA	Neotherium	indet.	Neotherium	NA	NA	NA	Neotherium	4	2	2.16	14.89	12.73	0.42433524	0.3331031634	0.651410193349782	0.0040659300000005	0.000588410861714966	35.3	27.1	-114.3	-118.5	1.08
25241	Carnivora	Canidae	Caninae	Cuon	alpinus	Cuon	20000	NA	NA	Cuon	73	18	1.69	1.7	0.01	106.70528124	83.7636457734	10.3298248407221	57.06286335	35.6431096386479	56	-7.4	133.1	-3.5	0.152222222222222
25733	Rodentia	Muridae	Arvicolinae	Pliomys	lenki	Pliomys	NA	NA	NA	Pliomys	62	16	4.03	4.28	0.25	17.11941345	13.43873955825	4.13756129259737	10.47938013	8.94972279731279	52.9	37.2	85	-3.5	0.704285714285714
25591	Chiroptera	Vespertilionidae		Barbastella	barbastellus	Barbastella	NA	NA	NA	Barbastella	4	2	0.96	1.08	0.12	1.75192299	1.37525954715	1.32360227787655	0	0	48.2	42.3	20.6	-3.5	0.585
29469	Rodentia	Muridae	Arvicolinae	Allophaiomys	chalinei	Allophaiomys	NA	NA	NA	Allophaiomys	74	14	1.9	2.59	0.69	65.28442023	51.24826988055	8.07987748855142	41.84741403	20.5051371489341	54.6	30.7	121.7	-100	1.1
35077	Eulipotyphla	Soricidae	Soricinae	Dolinasorex	glyphodon	Dolinasorex	NA	NA	NA	Dolinasorex	3	1	0.32	1.08	0.76	0	0	0	0	0	42.3	42.3	-3.5	-3.5	0.14
86329	Chiroptera	Vespertilionidae		Plecotus	austriacus	Plecotus	NA	NA	NA	Plecotus	15	7	12.01	12.02	0.01	42.82348365	33.61643466525	6.54396543771435	22.09968486	15.8354561715346	50.8	25.3	132.8	-3.5	1.90857142857143
22598	Eulipotyphla	Soricidae		Neomys	indet.	Neomys	NA	bra	NA	Neomys	25	12	2.99	3	0.01	33.68881746	26.4457217061	5.8042068760512	27.25602336	10.1613777717146	55	32.1	115.9	-3.5	0.5575
22321	Carnivora	Mustelidae		Pannonictis	indet.	Pannonictis	NA	NA	NA	Pannonictis	19	11	6.74	7.35	0.61	32.66149248	25.6392715968	5.71502340152689	24.582058335	16.045311281902	52.9	31.1	118.1	-3.5	0.804
30988	Eulipotyphla	Soricidae		Drepanosorex	margaritodon	Drepanosorex	NA	NA	NA	Drepanosorex	10	5	3.5	4.28	0.78	6.53321025	5.12857004625	2.55601452460662	2.859272865	1.48617841597151	50.1	39.6	47	-3.5	0.24
21205	Carnivora	Mustelidae		Baranogale	antiqua	Baranogale	5000	NA	NA	Baranogale	22	8	7.17	8.25	1.08	3.9722904	3.118247964	1.99306056104675	2.771547345	1.93394800631185	50.6	40.2	27.5	-3.5	2.25833333333333
21834	Rodentia	Muridae	Arvicolinae	Ungaromys	indet.	Ungaromys	NA	NA	NA	Ungaromys	19	8	3	3.96	0.96	18.9324486	14.861972151	4.35114336697839	8.59808664	0.36120934629136	51.4	38.4	114.7	-3.5	1.4025
22754	Rodentia	Muridae	Arvicolinae	Clethrionomys	indet.	Clethrionomys	NA	hys	NA	Clethrionomys	118	23	4.27	4.28	0.01	33.00204492	25.9066052622	5.74474063122087	25.224105645	12.4169174944201	57.8	37.4	124.1	-7.2	0.3075
32181	Eulipotyphla	Erinaceidae		Riddleria	atecensis	Riddleria	NA	NA	NA	Riddleria	2	1	1.55	18.35	16.8	0	0	0	0	0	41.3	41.3	-1.7	-1.8	0.775000000000002
33746	Carnivora	Barbourofelidae		Sansanosmilus	vallesiensis	Sansanosmilus	NA	NA	NA	Sansanosmilus	10	3	4.75	15.3	10.55	16.22367675	12.73558624875	4.02786255351396	8.65155977999999	3.09021486057673	48.5	37	114	-0.5	2.508
26975	Eulipotyphla	Nyctitheriidae		Darbonetus	aubrelongensis	Darbonetus	NA	NA	NA	Darbonetus	5	1	5.17	33.2	28.03	0.0012321	0.0009671985	0.035101282027869	0.00036962999999997	0.000266860766571861	44.4	44.2	1.7	1.2	2.62625
27106	Artiodactyla	Gelocidae		Gelocus	communis	Gelocus	9000	NA	NA	Gelocus	17	4	13.15	33.2	20.05	20.90664243	16.41171430755	4.57237820286118	3.79166454	2.97099976069531	48.9	0	35.2	0.5	10.2908333333333
27523	Rodentia	Diamantomyidae	Diamantomyinae	Diamantomys	luederitzi	Diamantomys	203	NA	NA	Diamantomys	28	3	6.15	21.74	15.59	7.32409524	5.7494147634	2.70630656800001	0.991470869999999	1.01178165077804	2.5	-28.3	35.8	16.5	2.358
29316	Proboscidea	Gomphotheriidae		Progomphotherium	maraisi	Progomphotherium	NA	bra	RMM00	Progomphotherium	1	1	0	18.35	18.35	0	0	0	0	0	-28.3	-28.3	16.8	16.8	0
