"SIDNUM"	"ORDER"	"FAMILY"	"SUBFAMILY"	"GENUS"	"SPECIES"	"genusspecies"	"BODYMASS"	"TCRWNHT"	"CROWNTYP"	"sp_now"	"no_loc"	"no_countries"	"sp_duration"	"max_mid_age"	"min_mid_age"	"sp_area_square"	"sp_area_el"	"sp_range_width"	"sp_area_chull"	"sp_area_geosphere"	"max_lat"	"min_lat"	"max_long"	"min_long"	"duration_peak"
33145	Primates	Propliopithecidae		Aegyptopithecus	zeuxis	Aegyptopithecus	8877	bra	NA	Aegyptopithecus	1	1	0	29.58	29.58	0	0	0	0	0	29.7	29.7	30.6	30.6	0
33147	Primates	Parapithecidae	Parapithecinae	Apidium	phiomensis	Apidium	NA	bra	NA	Apidium	4	2	2.79	32.37	29.58	3.73880745	2.93496384825	1.93359960953658	0.0386263350000013	0.0356195535391823	29.7	17.8	56	30.5	1.752
33149	Primates	Propliopithecidae		Propliopithecus	chirobates	Propliopithecus	3087	bra	NA	Propliopithecus	2	1	1.59	31.17	29.58	0.00024642	0.0001934397	0.0156977705423414	0	0	29.7	29.5	30.6	30.5	0.795000000000002
34427	Artiodactyla	Anthracotheriidae	Bothriodontinae	Bothriogenys	fraasi	Bothriogenys	NA	bra	S2300	Bothriogenys	3	2	6.8	36.38	29.58	0.58216725	0.45700129125	0.762998853210147	0.0551364750000003	0.0507910920922614	29.7	27.2	49.5	30.6	0.640000000000001
35185	Creodonta	Hyaenodontidae	NA	Apterodon	indet.	Apterodon	NA	NA	NA	Apterodon	4	2	6.8	36.38	29.58	5.44982472	4.2781124052	2.33448596483252	0.0709073549999985	0.0452031002726556	44.4	29.2	30.8	1.7	4.475
28343	Hyracoidea	Saghatheriidae		Thyrohyrax	meyeri	Thyrohyrax	6500	NA	NA	Thyrohyrax	7	3	12.05	34.45	22.4	8.6086827	6.7578159195	2.9340556743184	3.91906368	3.79504764070329	29.7	2.3	56	30.5	6.875
33131	Primates	Adapidae		Aframonius	diedes	Aframonius	NA	NA	NA	Aframonius	1	1	0	34.45	34.45	0	0	0	0	0	29.6	29.6	30.5	30.5	0
33132	Primates	Djebelemuridae	NA	Anchomomys	milleri	Anchomomys	NA	NA	NA	Anchomomys	5	3	9.64	44.09	34.45	5.0565384	3.969382644	2.24867480974907	0.502327169999998	0.377002662975255	44	29.6	30.5	2	5.53166666666667
33133	Primates	Parapithecidae		Arsinoea	kallimos	Arsinoea	401	NA	NA	Arsinoea	1	1	0	34.45	34.45	0	0	0	0	0	29.6	29.6	30.5	30.5	0
33134	Primates	Oligopithecidae		Catopithecus	browni	Catopithecus	1399	NA	NA	Catopithecus	2	2	2.08	34.45	32.37	3.7073889	2.9103002865	1.92545810133589	0	0	29.6	17.8	56	30.5	1.04
33135	Primates	Plesiopithecidae		Plesiopithecus	teras	Plesiopithecus	680	NA	NA	Plesiopithecus	1	1	0	34.45	34.45	0	0	0	0	0	29.6	29.6	30.5	30.5	0
33136	Primates	Proteopithecidae		Proteopithecus	sylviae	Proteopithecus	713	bra	NA	Proteopithecus	1	1	0	34.45	34.45	0	0	0	0	0	29.6	29.6	30.5	30.5	0
33138	Primates	Proteopithecidae		Serapia	eocaena	Serapia	573	NA	NA	Serapia	1	1	0	34.45	34.45	0	0	0	0	0	29.6	29.6	30.5	30.5	0
33139	Primates	Galagidae		Wadilemur	elegans	Wadilemur	333	NA	NA	Wadilemur	1	1	0	34.45	34.45	0	0	0	0	0	29.6	29.6	30.5	30.5	0
33160	Creodonta	Hyaenodontidae		Masrasector	sp.	Masrasector	NA	NA	NA	Masrasector	2	2	2.08	34.45	32.37	3.7073889	2.9103002865	1.92545810133589	0	0	29.6	17.8	56	30.5	1.04
33161	Creodonta	Hyaenodontidae		Metasinopa	sp.	Metasinopa	NA	NA	NA	Metasinopa	1	1	0	34.45	34.45	0	0	0	0	0	29.6	29.6	30.5	30.5	0
33166	Macroscelidea	Macroscelididae	Herodotiinae	Herodotius	pattersoni	Herodotius	750	NA	NA	Herodotius	1	1	0	34.45	34.45	0	0	0	0	0	29.6	29.6	30.5	30.5	0
33207	Afrosoricida	incertae sedis		Widanelfarasia	bowni	Widanelfarasia	NA	NA	NA	Widanelfarasia	1	1	0	34.45	34.45	0	0	0	0	0	29.6	29.6	30.5	30.5	0
33208	Hyracoidea	Titanohyracidae		Antilohyrax	pectidens	Antilohyrax	56272	bra	NA	Antilohyrax	1	1	0	34.45	34.45	0	0	0	0	0	29.6	29.6	30.5	30.5	0
85904	Rodentia	Phiomyidae		Acritophiomys	bowni	Acritophiomys	NA	NA	NA	Acritophiomys	2	2	1.02	34.45	33.43	3.5903394	2.818416429	1.89481909426731	0	0	29.6	17.2	54	30.5	0.509999999999998
33146	Primates	Tarsiidae		Afrotarsius	chatrathi	Afrotarsius	NA	bra	NA	Afrotarsius	1	1	0	29.58	29.58	0	0	0	0	0	29.7	29.7	30.6	30.6	0
33191	Hyracoidea	Saghatheriidae		Selenohyrax	chatrathi	Selenohyrax	45900	NA	NA	Selenohyrax	1	1	0	31.17	31.17	0	0	0	0	0	29.5	29.5	30.5	30.5	0
21086	Primates	Cercopithecidae	Papionini	Paracolobus	indet.	Paracolobus	NA	bra	NA	Paracolobus	23	3	4.38	6.08	1.7	1.0571418	0.829856313	1.02817401250956	0.25590717	0.253838326364953	10.8	-3.5	40.5	34.5	1.78666666666667
85359	Rodentia	Bathyergidae	NA	Heterocephalus	atikoi	Heterocephalus	NA	NA	NA	Heterocephalus	16	3	3.65	3.75	0.1	2.5356618	1.990494513	1.59237614903012	0.253874205	0.237894832968071	5.3	-24.1	36.2	29.2	1.902
26282	Perissodactyla	Anchilophidae		Paranchilophus	lusitanicus	Paranchilophus	NA	NA	NA	Paranchilophus	1	1	0	37.02	37.02	0	0	0	0	0	40	40	-8.1	-8.1	0
30017	Rodentia	Muridae	Murinae	Bandicota	indica	Bandicota	NA	NA	NA	Bandicota	5	3	3.02	3.09	0.07	9.52672041	7.47847552185	3.08653858067577	5.199400395	5.20718600218576	33.1	16.4	119.9	73.6	0.9575
84844	Rodentia	Dinomyidae	NA	Drytomomys	aequatorialis	Drytomomys	NA	NA	NA	Drytomomys	2	2	0.3	12.8	12.5	0.27007632	0.2120099112	0.519688676035951	0	0	3.3	-10.4	-73.5	-75.1	0.15
84866	Notoungulata	Toxodontidae	NA	Pericotoxodon	platignathus	Pericotoxodon	NA	NA	NA	Pericotoxodon	2	2	0.3	12.8	12.5	0.27007632	0.2120099112	0.519688676035951	0	0	3.3	-10.4	-73.5	-75.1	0.15
84867	Notoungulata	Interatheriidae	NA	Miocochilius	anamopodus	Miocochilius	12000	hys	NA	Miocochilius	3	3	0.3	12.8	12.5	3.02369661	2.37360183885	1.73887797444214	0.569291805	0.533252269649507	3.3	-22	-65.4	-75.1	0.125
84868	Astrapotheria	Astrapotheriidae	NA	Granastrapotherium	snorki	Granastrapotherium	2150000	bra	NA	Granastrapotherium	2	2	0.3	12.8	12.5	0.27007632	0.2120099112	0.519688676035951	0	0	3.3	-10.4	-73.5	-75.1	0.15
85974	Cingulata	Glyptodontidae		Boreostemma	indet.	Boreostemma	NA	NA	NA	Boreostemma	4	3	9.53	12.8	3.27	1.31009193	1.02842216505	1.14459247332839	0.492408764999999	0.492253950190162	11.3	-10.4	-70.2	-75.1	5.598
86231	Astrapotheria	Astrapotheriidae		Xenastrapotherium	indet..	Xenastrapotherium	NA	NA	NA	Xenastrapotherium	2	2	0.3	12.8	12.5	0.27007632	0.2120099112	0.519688676035951	0	0	3.3	-10.4	-73.5	-75.1	0.15
86232	Litopterna	Proterotheriidae		Tetramerorhinus	indet.	Tetramerorhinus	NA	NA	NA	Tetramerorhinus	4	2	4.2	17	12.8	2.20644468	1.7320590738	1.48541060989883	0	0	-10.4	-51.1	-69.1	-73.5	3.15
32718	Artiodactyla	Bovidae		Turritragus	casteanensis	Turritragus	NA	NA	L2220	Turritragus	1	1	0	7.35	7.35	0	0	0	0	0	40.8	40.8	8.3	8.3	0
28282	Carnivora	Mustelidae		Aonyx	capensis	Aonyx	19000	NA	NA	Aonyx	8	4	2.49	2.5	0.01	38.53429713	30.24942324705	6.20759994925575	17.53734177	21.3090911252927	10.3	-26.8	110.3	26	1.0975
32932	Rodentia	Muridae		Otomys	irroratus	Otomys	NA	NA	NA	Otomys	25	4	3.89	3.96	0.07	8.76787002	6.8827779657	2.96105893558369	4.40217009	4.18707631184847	-0.8	-33	35.4	13.3	0.612727272727273
32965	Rodentia	Muridae	Otomyinae	Myotomys	unisulcatus	Myotomys	NA	NA	NA	Myotomys	3	1	0.89	0.96	0.07	0.6111216	0.479730456	0.78174266865766	0	0	-26.8	-33	26	18	0.593333333333333
35291	Artiodactyla	Bovidae	Cephalophini	Sylvicapra	grimmia	Sylvicapra	12800	NA	L2220	Sylvicapra	6	3	1.29	1.29	0	8.05842684	6.3258650694	2.83873683880701	1.62316854	1.54329799934197	5.3	-34.1	35.9	19.3	0.48
35314	Rodentia	Pedetidae	NA	Pedetes	hagenstadi	Pedetes	NA	NA	NA	Pedetes	9	3	3.47	3.74	0.27	3.70172124	2.9058511734	1.92398576917814	0.44269353	0.404276503663698	-1.6	-27.5	36.4	24.8	0.965
84447	Artiodactyla	Giraffidae	NA	Mitilanotherium	indet.	Mitilanotherium	NA	bra	NA	Mitilanotherium	3	3	0.94	2.72	1.78	3.15516168	2.4768019188	1.7762774783237	0.797476725	0.715194354104207	46	37.2	26	-3.1	0.47
22949	Eulipotyphla	Erinaceidae		Palerinaceus	indet.	Palerinaceus	NA	NA	NA	Palerinaceus	2	2	12.98	22.35	9.37	1.059606	0.83179071	1.02937165300002	0	0	46	41	23	5.8	6.49
28318	Artiodactyla	Bovidae		Kipsigicerus	labidotus	Kipsigicerus	40506	bra	L2220	Kipsigicerus	4	1	1.03	13.75	12.72	0.0049284	0.003868794	0.070202564055738	0	0	0.8	-0.2	35.8	35.4	0.262499999999999
29161	Primates	Nyanzapithecidae	NA	Rangwapithecus	indet.	Rangwapithecus	NA	bra	R2200	Rangwapithecus	12	1	6.34	20.09	13.75	0.01207458	0.0094785453	0.109884393796389	0.00129370500000001	0.00129252680933253	0.5	-0.2	35.4	34	1.525
29165	Rodentia	Muridae		Leakeymys	ternani	Leakeymys	20	NA	NA	Leakeymys	1	1	0	13.75	13.75	0	0	0	0	0	-0.2	-0.2	35.4	35.4	0
32639	Carnivora	Viverridae		Kanuites	lewisae	Kanuites	3323	NA	NA	Kanuites	1	1	0	13.75	13.75	0	0	0	0	0	-0.2	-0.2	35.4	35.4	0
34487	Rodentia	Muridae	Pseudocricetodontinae	Cincamyarion	giganteus	Cincamyarion	NA	NA	NA	Cincamyarion	1	1	0	24.98	24.98	0	0	0	0	0	41.5	41.5	0.3	0.3	0
21337	Artiodactyla	Bovidae		Tragoreas	indet.	Tragoreas	NA	NA	L2220	Tragoreas	16	5	7.42	10.44	3.02	17.73780444	13.9241764854	4.2116272912023	11.6137746	1.19043112919568	46.5	34.1	112.9	-3.2	2.85
29989	Rodentia	Muridae	Murinae	Niviventer	preconfucianus	Niviventer	NA	NA	NA	Niviventer	22	3	2.1	2.13	0.03	8.54276535	6.70607079975	2.92280094258915	1.297709325	1.11366717305875	44.7	16.4	126.3	101.8	0.606666666666667
34632	Rodentia	Muridae	Murinae	Hapalomys	gracilis	Hapalomys	NA	NA	NA	Hapalomys	5	3	1.1	2.04	0.94	1.46237949	1.14796789965	1.20928883646547	0.2143854	0.218798696237731	30.7	16.4	110.1	101.8	0.18
34133	Carnivora	Felidae	NA	Prionailurus	bengalensis	Prionailurus	5000	NA	NA	Prionailurus	14	5	1.47	1.48	0.01	34.560405	27.129917925	5.87880982852822	16.624294065	15.1333663675273	42.9	-8.1	133.1	78.1	0.188333333333333
85514	Artiodactyla	Moschidae		Babameryx	engesseri	Babameryx	NA	NA	NA	Babameryx	3	2	1.08	24.21	23.13	0.05692302	0.0446845707	0.238585456388272	0.00400432499999968	0.00286562687726196	48.8	47.4	11.4	8.1	0.540000000000003
31568	Rodentia	Muridae	Myospalacinae	Chardina	sinensis	Chardina	NA	NA	NA	Chardina	5	1	0.15	4.35	4.2	0.79692228	0.6255839898	0.89270503527201	0	0	43.5	35.1	115.4	107.7	0.0780000000000003
32235	Rodentia	Muridae		Allohuaxiamys	gaotegeensis	Allohuaxiamys	NA	NA	NA	Allohuaxiamys	1	1	0	4.28	4.28	0	0	0	0	0	43.5	43.5	115.4	115.4	0
84393	Carnivora	Phocidae	NA	Callophoca	obscura	Callophoca	NA	NA	NA	Callophoca	3	1	0	4.47	4.47	0.4620375	0.3626994375	0.679733403622332	0.0338827499999996	0.0305833239622464	35.4	27.9	-76.8	-81.8	0
24214	Artiodactyla	incertae sedis		Hoplitomeryx	matthei	Hoplitomeryx	NA	bra	L2220	Hoplitomeryx	2	1	4	10.05	6.05	0.01084248	0.0085113468	0.10412722986808	0	0	42.2	41.8	16	13.8	2
27193	Eulipotyphla	Erinaceidae		Deinogalerix	koenigswaldi	Deinogalerix	NA	NA	NA	Deinogalerix	5	1	0	6.05	6.05	0	0	0	0	0	41.8	41.8	16	16	0
28374	Artiodactyla	Suidae		Korynochoerus	indet.	Korynochoerus	NA	NA	NA	Korynochoerus	2	1	0.9	8.25	7.35	0.05100894	0.0400420179	0.225851588438071	0	0	40.2	38.4	32.6	30.3	0.45
28375	Artiodactyla	Giraffidae		Orasius	indet.	Orasius	NA	bra	L2220	Orasius	2	1	0	8.25	8.25	0.0480519	0.0377207415	0.21920743600526	0	0	41	38.4	30.3	28.8	0
28376	Artiodactyla	Bovidae		Urmiatherium	indet.	Urmiatherium	NA	mes	L2220	Urmiatherium	17	5	2.62	8.25	5.63	4.87591254	3.8275913439	2.20814685652925	3.47501484	4.818309346407	39	34.3	111.2	27	0.996923076923077
26468	Chiroptera	Molossidae		Cuvierimops	indet.	Cuvierimops	NA	NA	NA	Cuvierimops	6	2	10.45	36.77	26.32	0.24284691	0.19063482435	0.492794997945393	0.121423455	0.0889651914778472	44.2	41.5	6.7	-0.6	5.56714285714286
26986	Carnivora	Stenoplesictidae		Stenoplesictis	cayluxi	Stenoplesictis	NA	NA	NA	Stenoplesictis	4	1	6.19	30.4	24.21	0.00073926	0.0005803191	0.0271893361448933	0	0	44.4	44.2	1.5	1.2	2.5025
26992	Artiodactyla	Cainotheriidae		Caenomeryx	procommunis	Caenomeryx	3960	bra	NA	Caenomeryx	7	1	6.19	30.4	24.21	0.08932725	0.07012189125	0.298876646795965	0.044047575	0.0316748782531227	46.6	44.1	4.1	1.2	3.268
27023	Carnivora	Nimravidae		Quercylurus	major	Quercylurus	NA	NA	NA	Quercylurus	2	1	3.7	31.73	28.03	0.00258741	0.00203111685	0.0508665902140098	0	0	44.5	44.2	1.2	0.5	1.85
27024	Carnivora	Nimravidae		Dinailurictis	bonali	Dinailurictis	NA	NA	NA	Dinailurictis	3	1	3.7	31.73	28.03	0.00443556	0.0034819146	0.0666	0.00178654500000008	0.00129065596486993	44.5	44.2	1.7	0.5	2.775
27029	Artiodactyla	Dichobunidae		Metriotherium	mirabile	Metriotherium	NA	NA	NA	Metriotherium	5	2	5.41	31.73	26.32	0.3548448	0.278553168	0.595688509205944	0.140151375000001	0.101898867382793	47.4	43.4	7.7	0.5	1.082
31962	Eulipotyphla	Soricidae	Soricini	Mongolosorex	indet.	Mongolosorex	NA	NA	NA	Mongolosorex	4	1	3.68	15.7	12.02	0.01293705	0.01015558425	0.113741153502152	0.00351148500000005	0.00256746512097546	43.7	43	113.5	112	0.92
20044	Carnivora	Ursidae		Dinocyon	thenardi	Dinocyon	410000	NA	NA	Dinocyon	3	2	1.47	12.02	10.55	0.14489496	0.1137425436	0.380650706028506	0	0	49.8	45.6	8	5.2	0.979999999999999
29698	Rodentia	Muridae	Murinae	Potwarmus	indet.	Potwarmus	NA	NA	NA	Potwarmus	6	3	4.35	19.24	14.89	12.05437356	9.4626832446	3.47194089235402	4.11102486	1.24441775505614	30.1	17.7	98.9	20	1.634
26725	Primates	Microchoeridae		Nannopithex	humilidens	Nannopithex	NA	NA	NA	Nannopithex	3	1	1.42	45.51	44.09	0	0	0	0	0	51.3	51.3	11.9	11.9	0.473333333333329
26736	Perissodactyla	Lophiodontidae		Paralophiodon	buxovillanum	Paralophiodon	NA	NA	NA	Paralophiodon	2	1	1.42	45.51	44.09	0	0	0	0	0	51.3	51.3	11.9	11.9	0.709999999999994
26737	Artiodactyla	Dichobunidae		Aumelasia	maniai	Aumelasia	NA	NA	NA	Aumelasia	4	1	2.74	46.83	44.09	0.05519808	0.0433304928	0.234942716422536	0	0	51.3	49.9	11.9	8.7	1.395
26739	Artiodactyla	Dichobunidae		Eurodexis	ceciliensis	Eurodexis	NA	NA	NA	Eurodexis	2	1	1.42	45.51	44.09	0	0	0	0	0	51.3	51.3	11.9	11.9	0.709999999999994
26740	Artiodactyla	Haplobunodontidae		Anthracobunodon	weigelti	Anthracobunodon	NA	NA	NA	Anthracobunodon	3	1	1.42	45.51	44.09	0	0	0	0	0	51.3	51.3	11.9	11.9	0.946666666666665
26743	Artiodactyla	Haplobunodontidae		Masillabune	franzeni	Masillabune	NA	NA	NA	Masillabune	3	1	2.74	46.83	44.09	0.05519808	0.0433304928	0.234942716422536	0	0	51.3	49.9	11.9	8.7	1.38666666666666
26745	Cimolesta	Pantolestidae		Buxolestes	indet.	Buxolestes	NA	NA	NA	Buxolestes	3	1	2.74	46.83	44.09	0.05519808	0.0433304928	0.234942716422536	0	0	51.3	49.9	11.9	8.7	1.82666666666666
26746	Cimolesta	Paroxyclaenidae		Pugiodens	mirus	Pugiodens	NA	NA	NA	Pugiodens	1	1	0	44.09	44.09	0	0	0	0	0	51.3	51.3	11.9	11.9	0
26747	Cimolesta	Apatemyidae		Heterohyus	heufelderi	Heterohyus	NA	NA	NA	Heterohyus	7	3	19.11	55.88	36.77	2.88200511	2.26237401135	1.69764693325791	0.587650095	0.454389145139936	51.3	40	11.9	-8.8	13.215
26750	Chiroptera	Palaeochiropterygidae		Cecilionycteris	prisca	Cecilionycteris	NA	NA	NA	Cecilionycteris	1	1	0	44.09	44.09	0	0	0	0	0	51.3	51.3	11.9	11.9	0
26751	Chiroptera	Palaeochiropterygidae		Matthesia	germanica	Matthesia	NA	NA	NA	Matthesia	2	1	0	44.09	44.09	0	0	0	0	0	51.3	51.3	11.9	11.9	0
26754	Rodentia	Theridomyidae		Masillamys	indet.	Masillamys	NA	NA	NA	Masillamys	2	1	2.74	46.83	44.09	0.05519808	0.0433304928	0.234942716422536	0	0	51.3	49.9	11.9	8.7	1.37
26762	Artiodactyla	Dichobunidae		Parahexacodus	germanicus	Parahexacodus	1203	NA	NA	Parahexacodus	1	1	0	44.09	44.09	0	0	0	0	0	51.3	51.3	11.9	11.9	0
26763	Artiodactyla	Haplobunodontidae		Hallebune	krumbiegeli	Hallebune	NA	NA	NA	Hallebune	1	1	0	44.09	44.09	0	0	0	0	0	51.3	51.3	11.9	11.9	0
26722	Leptictida	Leptictidae		Leptictidium	nasutum	Leptictidium	NA	NA	NA	Leptictidium	4	1	1.32	46.83	45.51	0.05519808	0.0433304928	0.234942716422536	0	0	51.3	49.9	11.9	8.7	0.990000000000002
26723	Cimolesta	Paroxyclaenidae		Vulpavoides	germanica	Vulpavoides	NA	NA	NA	Vulpavoides	1	1	0	45.51	45.51	0	0	0	0	0	51.3	51.3	11.9	11.9	0
26726	Primates	Notharctidae	Cercamoniinae	Protoadapis	ignoratus	Protoadapis	NA	NA	NA	Protoadapis	3	1	0	45.51	45.51	0	0	0	0	0	51.3	51.3	11.9	11.9	0
26729	Primates	Notharctidae	Cercamoniinae	Pronycticebus	neglectus	Pronycticebus	NA	NA	NA	Pronycticebus	1	1	0	45.51	45.51	0	0	0	0	0	51.3	51.3	11.9	11.9	0
26701	Artiodactyla	Dichobunidae		Protodichobune	oweni	Protodichobune	2772	NA	NA	Protodichobune	1	1	0	46.83	46.83	0	0	0	0	0	51.3	51.3	11.9	11.9	0
26706	Creodonta	Hyaenodontidae		Oxyaenoides	bicuspidens	Oxyaenoides	NA	NA	NA	Oxyaenoides	1	1	0	46.83	46.83	0	0	0	0	0	51.3	51.3	11.9	11.9	0
26707	Creodonta	Hyaenodontidae		Matthodon	tritens	Matthodon	NA	NA	NA	Matthodon	1	1	0	46.83	46.83	0	0	0	0	0	51.3	51.3	11.9	11.9	0
26710	Pholidota	Manidae		Eurotamandua	joresi	Eurotamandua	NA	NA	NA	Eurotamandua	2	1	0	46.83	46.83	0.05519808	0.0433304928	0.234942716422536	0	0	51.3	49.9	11.9	8.7	0
26718	Artiodactyla	Dichobunidae		Buxobune	daubreei	Buxobune	2108	NA	NA	Buxobune	1	1	0	46.83	46.83	0	0	0	0	0	51.3	51.3	11.9	11.9	0
34093	Primates	Cercopithecidae	NA	Szechuanopithecus	yangtsensis	Szechuanopithecus	NA	bra	NA	Szechuanopithecus	1	1	0	0.29	0.29	0	0	0	0	0	35.9	35.9	104.2	104.2	0
25464	Eulipotyphla	Talpidae		Mogera	indet.	Mogera	NA	NA	NA	Mogera	6	2	2.13	2.14	0.01	4.06519074	3.1911747309	2.01623181702898	1.10889	0.98873882157132	43.3	29.2	133.1	109.7	0.426
85537	Artiodactyla	Bovidae		Afrotragus	libycus	Afrotragus	60000	mes	L2220	Afrotragus	8	2	1.22	7.42	6.2	2.75448276	2.1622689666	1.65966344781103	0.225043065000001	0.213369547006919	30	23.1	53.2	20.8	0.61
25099	Artiodactyla	Bovidae		Parastrepsiceros	koufosi	Parastrepsiceros	NA	mes	L2220	Parastrepsiceros	3	3	1.01	3.14	2.13	1.91862612	1.5061215042	1.38514480109482	0.70205058	0.0313647889590937	42	38.6	69.2	23.4	0.475
84357	Carnivora	Odobenidae	NA	Prototaria	planicephala	Prototaria	NA	NA	NA	Prototaria	3	1	0	14.89	14.89	0.17298684	0.1357946694	0.415916866693333	0	0	38.2	35.5	140.7	135.5	0
28404	Eulipotyphla	Talpidae		Suleimania	ruemkae	Suleimania	NA	NA	NA	Suleimania	10	1	7.05	22.35	15.3	0.13405248	0.1052311968	0.366131779554848	0.0603729	0.0469017528302793	40.7	37.5	33.4	30	5.22142857142857
28405	Eulipotyphla	Talpidae		Theratiskos	rutgeri	Theratiskos	NA	NA	NA	Theratiskos	9	1	4	22.35	18.35	0.20502144	0.1609418304	0.452792932807039	0.0958573800000003	0.0748067129496649	40.7	37.5	33.4	28.2	2.75
85396	Eulipotyphla	Dimylidae		Turkodimylus	indet.	Turkodimylus	NA	NA	NA	Turkodimylus	7	1	4	22.35	18.35	0.20502144	0.1609418304	0.452792932807039	0.0958573800000003	0.0748067129496649	40.7	37.5	33.4	28.2	2.5
24019	Rodentia	Aplodontiidae		Sciurodon	indet.	Sciurodon	NA	NA	NA	Sciurodon	1	1	0	18.64	18.64	0	0	0	0	0	47.3	47.3	9	9	0
34117	Carnivora	Amphicyonidae	NA	Bonisicyon	illacabo	Bonisicyon	25240	NA	NA	Bonisicyon	3	1	0	6.2	6.2	0.00012321	9.671985e-05	0.0111	0	0	11.2	11.1	40.4	40.3	0
29843	Primates	Cercopithecidae	Papionini	Pygathrix	lantianensis	Pygathrix	NA	bra	NA	Pygathrix	12	1	1.73	1.83	0.1	0.4472523	0.3510930555	0.668769242713808	0.142985205	0.122388119710307	34.7	28.1	112.3	106.8	0.23
29844	Rodentia	Sciuridae	Pteromyini	Petaurista	indet.	Petaurista	NA	NA	NA	Petaurista	7	3	1.59	1.6	0.01	7.072254	5.55171939	2.65937097825783	3.817969875	3.55422255510141	39.7	4.7	118.2	101.8	0.2375
29850	Rodentia	Muridae	Cricetinae	Bahomys	hypsodonta	Bahomys	NA	NA	NA	Bahomys	2	1	0.6	2.2	1.6	0.0961038	0.075441483	0.31000612897167	0	0	35.5	34.2	109.5	103.5	0.3
20861	Artiodactyla	incertae sedis		Orygotherium	escheri	Orygotherium	13000	bra	L2220	Orygotherium	7	4	10.1	18.35	8.25	7.4813112	5.872829292	2.73519856683203	2.61956781	2.76022270802064	53.2	47.2	107.6	6.4	6.936
24662	Rodentia	Muridae	Cricetodontinae	Mixocricetodon	dehmi	Mixocricetodon	NA	NA	NA	Mixocricetodon	6	1	1.78	15.3	13.52	0.00948717	0.00744742845	0.0974021047000525	0.00431235000000011	0.00287987335838617	49	48.3	11.6	10.5	1.01714285714286
85370	Artiodactyla	Palaeochoeridae		Choeromorus	lemuroides	Choeromorus	NA	NA	NA	Choeromorus	1	1	0	14.34	14.34	0	0	0	0	0	44	44	17.5	17.5	0
84555	Sparassodonta	incertae sedis	NA	Patene	coluapiensis	Patene	NA	NA	NA	Patene	3	2	11	51.5	40.5	7.3112814	5.739355899	2.70393812799036	2.90750958	2.78321141434651	-22.7	-45.7	-42.9	-68.7	5.5
84556	Sparassodonta	Proborhyaenidae	NA	Arminiheringia	auceta	Arminiheringia	NA	NA	NA	Arminiheringia	2	1	0	40.5	40.5	0	0	0	0	0	-45.7	-45.7	-68.7	-68.7	0
84558	Polydolopimorphia	Caroloameghiniidae	NA	Caroloameghinia	mater	Caroloameghinia	950	bra	NA	Caroloameghinia	1	1	0	40.5	40.5	0	0	0	0	0	-45.7	-45.7	-68.7	-68.7	0
84559	Polydolopimorphia	Polydolopidae	NA	Amphidolops	serrula	Amphidolops	NA	NA	NA	Amphidolops	1	1	0	40.5	40.5	0	0	0	0	0	-45.7	-45.7	-68.7	-68.7	0
84560	Polydolopimorphia	Polydolopidae	NA	Eudolops	tetragonus	Eudolops	NA	NA	NA	Eudolops	1	1	0	40.5	40.5	0	0	0	0	0	-45.7	-45.7	-68.7	-68.7	0
84561	Polydolopimorphia	Polydolopidae	NA	Polydolops	primulus	Polydolops	NA	NA	NA	Polydolops	5	1	3	40.5	37.5	0.01897434	0.0148948569	0.137747377470499	0	0	-44.3	-45.7	-68.7	-69.8	2.4
84565	Cingulata	incertae sedis	NA	Machlydotherium	indet.	Machlydotherium	NA	NA	NA	Machlydotherium	2	1	3	40.5	37.5	0.01897434	0.0148948569	0.137747377470499	0	0	-44.3	-45.7	-68.7	-69.8	1.5
84566	Cingulata	Dasypodidae	NA	Stegosimpsonia	chubutana	Stegosimpsonia	NA	NA	NA	Stegosimpsonia	1	1	0	40.5	40.5	0	0	0	0	0	-45.7	-45.7	-68.7	-68.7	0
84567	Cingulata	Dasypodidae	Euphractinae	Utaetus	buccatus	Utaetus	2500	NA	NA	Utaetus	1	1	0	40.5	40.5	0	0	0	0	0	-45.7	-45.7	-68.7	-68.7	0
84569	Condylarthra	Didolodontidae	NA	Didolodus	magnus	Didolodus	NA	NA	NA	Didolodus	3	1	0	40.5	40.5	0	0	0	0	0	-45.7	-45.7	-68.7	-68.7	0
84572	Condylarthra	Didolodontidae	NA	Ernestokokenia	nitida	Ernestokokenia	NA	NA	NA	Ernestokokenia	2	1	0	40.5	40.5	0	0	0	0	0	-45.7	-45.7	-68.7	-68.7	0
84574	Condylarthra	Didolodontidae	NA	Paulogervaisia	inusta	Paulogervaisia	NA	NA	NA	Paulogervaisia	1	1	0	40.5	40.5	0	0	0	0	0	-45.7	-45.7	-68.7	-68.7	0
84575	Litopterna	Adianthidae	NA	Proectocion	argentinus	Proectocion	NA	NA	NA	Proectocion	2	1	0	40.5	40.5	0	0	0	0	0	-45.7	-45.7	-68.7	-68.7	0
84577	Litopterna	Anisolambdidae	NA	Anisolambda	fissidens	Anisolambda	NA	NA	NA	Anisolambda	1	1	0	40.5	40.5	0	0	0	0	0	-45.7	-45.7	-68.7	-68.7	0
84578	Litopterna	Proterotheriidae	NA	Guilielmofloweria	plicata	Guilielmofloweria	NA	NA	NA	Guilielmofloweria	1	1	0	40.5	40.5	0	0	0	0	0	-45.7	-45.7	-68.7	-68.7	0
