"duration"	"nsurvive"	"psurvive"	"log10p"	"log10n"	"log10r"
0.01	228	0.436781609195402	-0.359735656001808	2.35793484700045	-2
0.02	227	0.434865900383142	-0.361644645809139	2.35602585719312	-1.69897000433602
0.04	223	0.4272030651341	-0.369365639954101	2.34830486304816	-1.39794000867204
0.06	221	0.423371647509579	-0.373278229317151	2.34439227368511	-1.22184874961636
0.08	220	0.421455938697318	-0.375247822180056	2.34242268082221	-1.09691001300806
0.1	218	0.417624521072797	-0.379214009397657	2.3384564936046	-1
0.12	217	0.415708812260536	-0.381210769153733	2.33645973384853	-0.920818753952375
0.13	215	0.411877394636015	-0.385232043086657	2.33243845991561	-0.886056647693163
0.17	214	0.409961685823755	-0.387256729653071	2.33041377334919	-0.769551078621726
0.2	211	0.404214559386973	-0.39338804770457	2.32428245529769	-0.698970004336019
0.24	210	0.402298850574713	-0.395451208268343	2.32221929473392	-0.619788758288394
0.25	207	0.396551724137931	-0.401700157545344	2.31597034545692	-0.602059991327962
0.28	206	0.39463601532567	-0.403803282633109	2.31386722036915	-0.552841968657781
0.29	203	0.388888888888889	-0.410174465089049	2.30749603791321	-0.537602002101044
0.31	200	0.383141762452107	-0.416640507338281	2.30102999566398	-0.508638306165727
0.32	198	0.379310344827586	-0.421005312740731	2.29666519026153	-0.494850021680094
0.33	196	0.375478927203065	-0.425414431645786	2.29225607135648	-0.481486060122112
0.35	195	0.373563218390805	-0.427635891639744	2.29003461136252	-0.455931955649724
0.39	193	0.369731800766284	-0.432113193994488	2.28555730900777	-0.408935392973501
0.43	191	0.365900383141762	-0.436637135754535	2.28103336724773	-0.366531544420413
0.45	185	0.354406130268199	-0.450498774599248	2.26717172840301	-0.346787486224656
0.46	184	0.352490421455939	-0.452852679992726	2.26481782300954	-0.337242168318426
0.47	183	0.350574712643678	-0.455219413271833	2.26245108973043	-0.327902142064283
0.49	180	0.344827586206897	-0.462397997898956	2.25527250510331	-0.309803919971486
0.51	175	0.335249042145594	-0.474632454315968	2.24303804868629	-0.292429823902064
0.55	174	0.333333333333333	-0.477121254719662	2.2405492482826	-0.259637310505756
0.56	173	0.331417624521073	-0.479624399873467	2.2380461031288	-0.2518119729938
0.63	172	0.329501915708812	-0.482142056094713	2.23552844690755	-0.200659450546418
0.64	170	0.325670498084291	-0.487221581623988	2.23044892137827	-0.193820026016113
0.65	169	0.323754789272031	-0.489783798388589	2.22788670461367	-0.187086643357144
0.66	165	0.316091954022989	-0.500186558788356	2.21748394421391	-0.180456064458131
0.68	163	0.312260536398467	-0.505482898598304	2.21218760440396	-0.167491087293764
0.72	162	0.310344827586207	-0.508155488459631	2.20951501454263	-0.142667503568732
0.74	161	0.308429118773946	-0.510844626970412	2.20682587603185	-0.130768280269024
0.77	159	0.304597701149425	-0.516273378681811	2.20139712432045	-0.113509274827518
0.78	158	0.302681992337165	-0.51901341604784	2.19865708695442	-0.10790539730952
0.79	157	0.300766283524904	-0.521770850593028	2.19589965240923	-0.102372908709559
0.81	156	0.298850574712644	-0.5245459046478	2.19312459835446	-0.0915149811213502
0.82	154	0.295019157088123	-0.530149782165799	2.18752072083646	-0.0861861476162833
0.85	153	0.293103448275862	-0.532979072184663	2.1846914308176	-0.0705810742857073
0.86	152	0.291187739463602	-0.53582691505749	2.18184358794477	-0.0655015487564323
0.87	151	0.289272030651341	-0.538693555709093	2.17897694729317	-0.0604807473813815
0.89	148	0.283524904214559	-0.547408787607305	2.17026171539496	-0.0506099933550872
0.9	147	0.281609195402299	-0.550353168254086	2.16731733474818	-0.0457574905606751
0.91	146	0.279693486590038	-0.553317647217825	2.16435285578444	-0.0409586076789064
0.93	144	0.275862068965517	-0.559308010907013	2.15836249209525	-0.0315170514460649
0.95	143	0.273946360153257	-0.5623344655372	2.15533603746506	-0.0222763947111523
0.96	142	0.272030651340996	-0.565382158619206	2.15228834438306	-0.0177287669604316
0.97	141	0.270114942528736	-0.568451390346882	2.14921911265538	-0.0132282657337552
1	140	0.268199233716475	-0.571542467324024	2.14612803567824	0
1.06	139	0.266283524904215	-0.574655702748167	2.1430148002541	0.0253058652647703
1.1	138	0.264367816091954	-0.577791416601026	2.13987908640124	0.0413926851582251
1.15	136	0.260536398467433	-0.584131594632045	2.13353890837022	0.0606978403536116
1.16	134	0.256704980842912	-0.590565704637455	2.12710479836481	0.0644579892269184
1.17	132	0.252873563218391	-0.597096571796412	2.12057393120585	0.0681858617461616
1.18	130	0.24904214559387	-0.603727150695425	2.11394335230684	0.0718820073061254
1.2	129	0.247126436781609	-0.607080792703013	2.11058971029925	0.0791812460476248
1.22	128	0.245210727969349	-0.610460533354394	2.10720996964787	0.0863598306747482
1.24	127	0.243295019157088	-0.613866782046305	2.10380372095596	0.0934216851622351
1.3	125	0.239463601532567	-0.620760489994206	2.09691001300806	0.113943352306837
1.31	124	0.237547892720307	-0.624248817840027	2.09342168516224	0.117271295655764
1.36	122	0.233716475095785	-0.631310672327514	2.08635983067475	0.133538908370218
1.38	121	0.231800766283525	-0.634885132685812	2.08278537031645	0.139879086401236
1.42	118	0.226053639846743	-0.645788495696137	2.07188200730613	0.152288344383056
1.44	117	0.224137931034483	-0.6494846412561	2.06818586174616	0.15836249209525
1.45	116	0.222222222222222	-0.653212513775344	2.06445798922692	0.161368002234975
1.46	115	0.220306513409962	-0.65697266264865	2.06069784035361	0.164352855784437
1.47	109	0.208812260536398	-0.680244005061639	2.03742649794062	0.167317334748176
1.5	108	0.206896551724138	-0.684246747515312	2.03342375548695	0.176091259055681
