"species"	"hexcount"	"area"
"Acerodon"	"636"	"379.590248003952"
"Aethalops"	"328"	"342.388690777821"
"Alionycteris"	"18"	"3.84110410026702"
"Ametrida"	"2530"	"991.529742043104"
"Amorphochilus"	"232"	"277.741526762427"
"Anoura"	"4653"	"4327.06064816773"
"Anthops"	"58"	"35.9113896481501"
"Antrozous"	"2057"	"1729.9678262594"
"Aproteles"	"6"	"3.9514736233"
"Ardops"	"40"	"16.62716238096"
"Arielulus"	"341"	"1314.64557035098"
"Ariteus"	"14"	"2.99020323007"
"Artibeus"	"6802"	"4616.8852794915"
"Asellia"	"7345"	"2963.24168549613"
"Aselliscus"	"1174"	"3297.17494224888"
"Austronomus"	"2790"	"1508.27449017272"
"Balantiopteryx"	"560"	"937.383108945939"
"Balionycteris"	"387"	"217.216733176584"
"Barbastella"	"4146"	"7299.94249798632"
"Bauerus"	"173"	"120.600450534825"
"Brachyphylla"	"301"	"284.755485963078"
"Cardioderma"	"1102"	"484.828200838644"
"Carollia"	"6002"	"3452.3265195387"
"Casinycteris"	"780"	"223.158833049626"
"Centronycteris"	"3626"	"2505.2645625702"
"Centurio"	"1183"	"1057.89853579524"
"Chaerephon"	"9046"	"25183.1289321"
"Chalinolobus"	"3689"	"2659.41679422363"
"Cheiromeles"	"1354"	"902.788808254278"
"Chilonatalus"	"238"	"240.18857213261"
"Chiroderma"	"5873"	"4142.34150443921"
"Chironax"	"234"	"452.36322073539"
"Choeroniscus"	"3237"	"3443.14284269404"
"Choeronycteris"	"959"	"633.321003716183"
"Chrotopterus"	"5743"	"3364.21824995348"
"Cistugo"	"261"	"289.47779761978"
"Cloeotis"	"323"	"423.530433701316"
"Coelops"	"1608"	"1420.7539791016"
"Coleura"	"1778"	"2669.43625568876"
"Cormura"	"3386"	"1214.8911337742"
"Corynorhinus"	"2902"	"1881.20465592862"
"Craseonycteris"	"25"	"10.080069360296"
"Cynomops"	"5705"	"3599.95740413371"
"Cynopterus"	"4351"	"2729.55076942953"
"Cyttarops"	"468"	"1035.38700669294"
"Dermanura"	"5622"	"3833.21463681538"
"Desmodus"	"7597"	"5487.78028321124"
"Diaemus"	"5672"	"3609.01324421366"
"Diclidurus"	"5470"	"3519.53491092923"
"Diphylla"	"3810"	"4120.31875788621"
"Dobsonia"	"1286"	"1101.57297945363"
"Dyacopterus"	"430"	"739.5759487353"
"Ectophylla"	"92"	"31.168418519017"
"Eidolon"	"5552"	"3631.80044277339"
"Emballonura"	"2085"	"14107.4243591676"
"Enchisthenes"	"1725"	"1955.54286679817"
"Eonycteris"	"2540"	"2280.03172594474"
"Epomophorus"	"5036"	"3323.40682083499"
"Epomops"	"2967"	"1630.69431983376"
"Eptesicus"	"27920"	"31008.4495664153"
"Erophylla"	"265"	"208.845611628974"
"Euderma"	"1001"	"700.189824615225"
"Eudiscopus"	"56"	"149.617109041512"
"Eumops"	"7522"	"7324.07310464346"
"Falsistrellus"	"901"	"5929.92952238663"
"Furipterus"	"4299"	"2078.40970580458"
"Glauconycteris"	"4851"	"2986.12187896349"
"Glischropus"	"1388"	"976.331083067085"
"Glossophaga"	"6608"	"4798.55475393614"
"Glyphonycteris"	"3441"	"3236.39256007593"
"Haplonycteris"	"279"	"106.800962874144"
"Harpiocephalus"	"769"	"1972.66531822472"
"Harpiola"	"40"	"400.373619716959"
"Harpyionycteris"	"375"	"180.04368109507"
"Hesperoptenus"	"916"	"1556.45585441068"
"Hipposideros"	"13559"	"12392.3860855875"
"Histiotus"	"3632"	"2965.26066224367"
"Hylonycteris"	"144"	"157.205900615374"
"Hypsignathus"	"1542"	"1337.25436320753"
"Hypsugo"	"2903"	"8027.68136798856"
"Ia"	"854"	"791.154388945494"
"Idionycteris"	"695"	"374.813744825832"
"Kerivoula"	"7491"	"11656.4862717225"
"Laephotis"	"1261"	"1129.7749332383"
"Lampronycteris"	"1870"	"1523.15106568361"
"Lasionycteris"	"4561"	"3566.46556239546"
"Lasiurus"	"14039"	"15472.0453435661"
"Latidens"	"20"	"3.206224591484"
"Lavia"	"3560"	"1982.84111118628"
