"species"	"hexcount"	"area"
"Caluromys"	"4445"	"3297.6023810677"
"Caluromysiops"	"130"	"121.749525108072"
"Chacodelphys"	"24"	"14.531659837638"
"Chironectes"	"3251"	"3302.06813436069"
"Cryptonanus"	"1233"	"1035.98442542435"
"Didelphis"	"9521"	"8290.24043775279"
"Glironia"	"1319"	"445.815197235072"
"Gracilinanus"	"2390"	"1721.92051341283"
"Hyladelphys"	"1121"	"490.386313548556"
"Lestodelphys"	"194"	"117.352952383732"
"Lutreolina"	"1703"	"1561.57037202002"
"Marmosa"	"5690"	"3551.54841144634"
"Marmosops"	"3073"	"1711.76692212346"
"Metachirus"	"4626"	"2700.54385084118"
"Monodelphis"	"5301"	"2303.86570607982"
"Philander"	"4011"	"2948.28388527594"
"Thylamys"	"2277"	"1519.56885894195"
"Tlacuatzin"	"365"	"272.445805957766"
