"species"	"hexcount"
"Acratocnus"	"85"
"Bradypus"	"4796"
"Catonyx"	"3930"
"Choloepus"	"2604"
"Cyclopes"	"3592"
"Diabolotherium"	"480"
"Eremotherium"	"8809"
"Glossotherium"	"3695"
"Lestodon"	"1784"
"Megalocnus"	"184"
"Megalonyx"	"5742"
"Megatherium"	"2703"
"Mylodon"	"970"
"Myrmecophaga"	"5572"
"Neocnus"	"73"
"Nothrotheriops"	"1775"
"Nothrotherium"	"3930"
"Paramylodon"	"4517"
"Parocnus"	"184"
"Scelidodon"	"480"
"Scelidotherium"	"440"
"Tamandua"	"6326"
"Valgipes"	"4837"
