"species"	"hexcount"
"Caluromys"	"4445"
"Caluromysiops"	"130"
"Chacodelphys"	"36"
"Chironectes"	"3251"
"Cryptonanus"	"1424"
"Didelphis"	"9521"
"Glironia"	"1319"
"Gracilinanus"	"2602"
"Hyladelphys"	"1121"
"Lestodelphys"	"194"
"Lutreolina"	"1703"
"Marmosa"	"5690"
"Marmosops"	"3177"
"Metachirus"	"4626"
"Monodelphis"	"5301"
"Philander"	"4011"
"Thylamys"	"2277"
"Tlacuatzin"	"365"
